lat,long,cell_id,Lbar_g,sigma2_g,sigma_g,pcold_g,pwarm_g
33.1578947368421,120,162,287.987747317166,0.31604073530894805,0.5621750041659164,0.10393099547511313,0.10096153846153846
33.1578947368421,122.5,163,289.2353766262981,0.3130471407872763,0.5595061579529543,0.10576923076923077,0.10082013574660634
33.1578947368421,125,164,289.7275688828027,0.29382866730874696,0.5420596529061603,0.0974264705882353,0.09629524886877829
33.1578947368421,127.5,165,289.8846197592187,0.2842404222767509,0.5331420282408346,0.09332579185520362,0.09459841628959276
33.1578947368421,130,166,289.3126300269482,0.282103208421708,0.5311338893553188,0.08908371040723982,0.09389140271493213
33.1578947368421,132.5,167,289.5090472148015,0.26675555350823094,0.5164838366379252,0.0804581447963801,0.08993212669683258
33.1578947368421,135,168,290.7812878474211,0.27196932183782435,0.5215067802414695,0.08272058823529412,0.09389140271493213
33.1578947368421,137.5,169,291.45147305592155,0.2747287719866024,0.5241457545250199,0.08399321266968326,0.09544683257918551
33.1578947368421,140,170,291.86127315387466,0.2752688816700842,0.5246607300628514,0.08441742081447964,0.09884049773755656
33.1578947368421,142.5,171,292.06154090750454,0.2693502917146632,0.5189896836302849,0.08300339366515837,0.0979920814479638
35.0526315789474,97.5,172,267.4041187673313,0.3896009942105786,0.6241802577866258,0.13433257918552036,0.12980769230769232
35.0526315789474,100,173,267.1693126317423,0.48094339083531074,0.6935008225195632,0.1614819004524887,0.15879524886877827
35.0526315789474,102.5,174,271.9973030426563,0.6876433585676275,0.8292426415516917,0.2123868778280543,0.21125565610859728
35.0526315789474,105,175,279.8191825255729,0.3440310703196608,0.5865416185742157,0.12542420814479638,0.10039592760180996
35.0526315789474,107.5,176,281.5645355335008,0.25923453872987423,0.5091508015606715,0.09049773755656108,0.06999434389140272
35.0526315789474,110,177,282.13821318660206,0.3146123872154038,0.5609031888083752,0.11467760180995475,0.09092194570135746
35.0526315789474,112.5,178,284.27066715414526,0.27130176831320696,0.5208663632000121,0.09841628959276018,0.0800339366515837
35.0526315789474,115,179,285.79671518583285,0.316873193960661,0.5629149082771401,0.10916289592760181,0.10576923076923077
35.0526315789474,117.5,180,286.0319188924936,0.3487772492676689,0.5905736611699415,0.12005090497737557,0.11269796380090498
35.0526315789474,120,181,287.51278781027816,0.31696727795678986,0.5629984706522655,0.11001131221719457,0.10124434389140272
35.0526315789474,122.5,182,287.7891762799627,0.32924745001593314,0.5738008801108039,0.11298076923076923,0.10888009049773756
35.0526315789474,125,183,287.56258388558126,0.33861593768952647,0.5819071555579347,0.1170814479638009,0.11354638009049774
35.0526315789474,127.5,184,287.06707891080174,0.30536329868360473,0.5525968681449477,0.10067873303167421,0.10124434389140272
35.0526315789474,130,185,288.21654721586594,0.34088261097203704,0.5838515316174455,0.11411199095022624,0.11467760180995475
35.0526315789474,132.5,186,287.613873323524,0.30773298534327176,0.5547368613525441,0.09884049773755656,0.103789592760181
35.0526315789474,135,187,286.9664637165012,0.295913077538759,0.5439789311533665,0.09516402714932126,0.09785067873303167
35.0526315789474,137.5,188,287.8505683099882,0.28346402185602226,0.5324133937609217,0.08724547511312217,0.09728506787330317
35.0526315789474,140,189,289.3156124243729,0.3003020630917976,0.5479982327451408,0.0931843891402715,0.10732466063348416
35.0526315789474,142.5,190,290.40659009349474,0.3116467851271343,0.5582533341836252,0.09643665158371041,0.11241515837104073
36.9473684210526,97.5,191,270.1233510753508,0.5094470783949155,0.7137556153158555,0.166289592760181,0.1620475113122172
36.9473684210526,100,192,269.70945706788234,0.3773509098075209,0.6142889465125683,0.13419117647058823,0.12302036199095022
36.9473684210526,102.5,193,272.9377196998438,0.4433771194349303,0.6658656917389049,0.15087669683257918,0.14960407239819004
36.9473684210526,105,194,278.8089913672811,0.3994354723701492,0.632009076177035,0.13857466063348417,0.13546380090497737
36.9473684210526,107.5,195,280.1896026688284,0.3727223437055387,0.6105099046743948,0.12316176470588236,0.11255656108597285
36.9473684210526,110,196,280.6203668955404,0.39188088560467277,0.6260039022279915,0.13744343891402716,0.12047511312217195
36.9473684210526,112.5,197,282.24434955159643,0.3077571451883754,0.5547586368758718,0.10916289592760181,0.08498303167420815
36.9473684210526,115,198,283.63549905377096,0.2847114567496609,0.53358359865129,0.10138574660633484,0.08116515837104073
36.9473684210526,117.5,199,284.6072920961797,0.3165102381952697,0.5625924263579005,0.10492081447963801,0.09686085972850679
36.9473684210526,120,200,285.4986219603911,0.29830273784983236,0.5461709785862229,0.10025452488687783,0.09459841628959276
36.9473684210526,122.5,201,286.09904546004077,0.3470778925777036,0.5891331704951807,0.12047511312217195,0.1170814479638009
36.9473684210526,125,202,285.85463879694584,0.36757492133329345,0.6062795735741833,0.12669683257918551,0.12683823529411764
36.9473684210526,127.5,203,284.3749316777938,0.30662925664441015,0.5537411458835347,0.1022341628959276,0.1016685520361991
36.9473684210526,130,204,286.23318967991827,0.3954746743704607,0.6288677717695992,0.12938348416289594,0.1340497737556561
36.9473684210526,132.5,205,286.867058788849,0.3955243279696251,0.628907249099281,0.13093891402714933,0.13588800904977374
36.9473684210526,135,206,286.70394605892636,0.386391520982172,0.6216039904812163,0.12754524886877827,0.13489819004524886
36.9473684210526,137.5,207,285.95480198342335,0.35514802363968756,0.5959429701235577,0.11552601809954752,0.12542420814479638
36.9473684210526,140,208,284.8218489808015,0.31379609100523814,0.5601750538940824,0.10124434389140272,0.11057692307692307
36.9473684210526,142.5,209,288.4972224688638,0.37938621591526617,0.6159433544696024,0.12259615384615384,0.13263574660633484
38.8421052631579,97.5,210,276.4155201093823,0.37361406030576133,0.6112397731706939,0.12683823529411764,0.11807126696832579
38.8421052631579,100,211,277.92059238446063,0.33008050017039103,0.5745263267861543,0.11255656108597285,0.10902149321266968
38.8421052631579,102.5,212,280.1279829970672,0.3940571810361021,0.6277397398891535,0.13659502262443438,0.13320135746606335
38.8421052631579,105,213,281.46073933730116,0.3916144775770961,0.6257910814138342,0.13263574660633484,0.1282522624434389
38.8421052631579,107.5,214,280.1814721355251,0.4033438322190518,0.6350935617836571,0.13843325791855204,0.12683823529411764
