city,long,lati,year,ensemble_mean_kelvin
Shanghai,121.433,31.167,1750,289.51147543605003
Beijing,116.283,39.933,1750,279.88272876396303
HongKong,114.167,22.333,1751,295.66034356168853
Shanghai,121.433,31.167,1751,289.7594006504004
Beijing,116.283,39.933,1751,280.2019307595144
HongKong,114.167,22.333,1752,295.27665513507907
Shanghai,121.433,31.167,1752,289.2858126609584
Beijing,116.283,39.933,1752,280.0462914184217
HongKong,114.167,22.333,1753,295.61297849002904
Shanghai,121.433,31.167,1753,289.3240987178362
Beijing,116.283,39.933,1753,279.60987398007336
HongKong,114.167,22.333,1754,295.5377329718661
Shanghai,121.433,31.167,1754,289.4093095025915
Beijing,116.283,39.933,1754,279.80902938506483
HongKong,114.167,22.333,1755,295.53430949598976
Shanghai,121.433,31.167,1755,289.58696089678114
Beijing,116.283,39.933,1755,280.0854043344166
HongKong,114.167,22.333,1756,295.33509281531843
Shanghai,121.433,31.167,1756,289.1188333839674
Beijing,116.283,39.933,1756,279.6309997932638
HongKong,114.167,22.333,1757,295.6231431864029
Shanghai,121.433,31.167,1757,289.666083826617
Beijing,116.283,39.933,1757,280.08439477100023
HongKong,114.167,22.333,1758,295.67453653974667
Shanghai,121.433,31.167,1758,289.7116872021107
Beijing,116.283,39.933,1758,280.0894249797663
HongKong,114.167,22.333,1759,295.5733458558771
Shanghai,121.433,31.167,1759,289.4819651523979
Beijing,116.283,39.933,1759,279.9562690144362
HongKong,114.167,22.333,1760,295.464917192274
Shanghai,121.433,31.167,1760,289.52280523895615
Beijing,116.283,39.933,1760,280.11527091341713
HongKong,114.167,22.333,1761,295.13165361531065
Shanghai,121.433,31.167,1761,289.0066895113266
Beijing,116.283,39.933,1761,279.53982641887893
HongKong,114.167,22.333,1762,293.61908506372646
Shanghai,121.433,31.167,1762,286.7010667570363
Beijing,116.283,39.933,1762,277.2477439573015
HongKong,114.167,22.333,1763,294.738452604897
Shanghai,121.433,31.167,1763,287.92258012188177
Beijing,116.283,39.933,1763,278.43884718112724
HongKong,114.167,22.333,1764,295.31038274319604
Shanghai,121.433,31.167,1764,288.96645752374485
Beijing,116.283,39.933,1764,279.32826756768634
HongKong,114.167,22.333,1765,295.33414078076646
Shanghai,121.433,31.167,1765,289.12633060432415
Beijing,116.283,39.933,1765,279.63055801376356
HongKong,114.167,22.333,1766,295.32659133433
Shanghai,121.433,31.167,1766,289.26503600496045
Beijing,116.283,39.933,1766,279.83421633961643
HongKong,114.167,22.333,1767,295.4120945027851
Shanghai,121.433,31.167,1767,289.3012604051625
Beijing,116.283,39.933,1767,279.71839850391945
HongKong,114.167,22.333,1768,295.45103551738515
Shanghai,121.433,31.167,1768,289.5332541148722
Beijing,116.283,39.933,1768,280.10508639337763
HongKong,114.167,22.333,1769,295.6427180400566
Shanghai,121.433,31.167,1769,289.6025492441581
Beijing,116.283,39.933,1769,279.8855080538804
HongKong,114.167,22.333,1770,295.7178732183246
Shanghai,121.433,31.167,1770,289.70588603732784
Beijing,116.283,39.933,1770,279.999726272865
HongKong,114.167,22.333,1771,295.48712990127865
Shanghai,121.433,31.167,1771,289.6562618862357
Beijing,116.283,39.933,1771,280.25633199417183
HongKong,114.167,22.333,1772,295.53268463102603
Shanghai,121.433,31.167,1772,289.4843792484347
Beijing,116.283,39.933,1772,279.8797199345179
HongKong,114.167,22.333,1773,295.6662496316735
Shanghai,121.433,31.167,1773,289.599531161694
Beijing,116.283,39.933,1773,280.0300695182381
HongKong,114.167,22.333,1774,295.62468977044585
Shanghai,121.433,31.167,1774,289.59977176188096
Beijing,116.283,39.933,1774,280.01320705805813
HongKong,114.167,22.333,1775,295.6722140154681
Shanghai,121.433,31.167,1775,289.5435669986347
Beijing,116.283,39.933,1775,280.07901687885584
HongKong,114.167,22.333,1776,295.56753044620905
Shanghai,121.433,31.167,1776,289.6855901360349
Beijing,116.283,39.933,1776,280.2327044317845
HongKong,114.167,22.333,1777,295.53417890720004
Shanghai,121.433,31.167,1777,289.3843733922974
Beijing,116.283,39.933,1777,279.778448671838
HongKong,114.167,22.333,1778,295.49014272873825
Shanghai,121.433,31.167,1778,289.3570271636403
Beijing,116.283,39.933,1778,279.7348369304917
HongKong,114.167,22.333,1779,295.7033138338639
Shanghai,121.433,31.167,1779,289.7773175936296
Beijing,116.283,39.933,1779,280.0215010536347
HongKong,114.167,22.333,1780,295.62581725302084
Shanghai,121.433,31.167,1780,289.5078345692253
Beijing,116.283,39.933,1780,279.8846988903503
HongKong,114.167,22.333,1781,295.53760613018017
Shanghai,121.433,31.167,1781,289.5961575394016
Beijing,116.283,39.933,1781,280.1689880924519
HongKong,114.167,22.333,1782,295.54397644648895
Shanghai,121.433,31.167,1782,289.469973585013
Beijing,116.283,39.933,1782,279.99895274494503
HongKong,114.167,22.333,1783,295.58380521605636
Shanghai,121.433,31.167,1783,289.69125465438066
Beijing,116.283,39.933,1783,280.283255872603
HongKong,114.167,22.333,1784,295.65423111173476
Shanghai,121.433,31.167,1784,289.4915087720562
Beijing,116.283,39.933,1784,279.8999555423448
HongKong,114.167,22.333,1785,295.90825865200253
Shanghai,121.433,31.167,1785,289.9075680688303
Beijing,116.283,39.933,1785,280.16939728707104
HongKong,114.167,22.333,1786,295.82990707717596
Shanghai,121.433,31.167,1786,289.97380304869364
Beijing,116.283,39.933,1786,280.24417835301205
HongKong,114.167,22.333,1787,295.5747483152469
Shanghai,121.433,31.167,1787,289.6709929904424
Beijing,116.283,39.933,1787,280.13503832346566
HongKong,114.167,22.333,1788,295.4733098179941
Shanghai,121.433,31.167,1788,289.6449519174706
Beijing,116.283,39.933,1788,280.06979340847397
HongKong,114.167,22.333,1789,295.5774323750004
Shanghai,121.433,31.167,1789,289.80945726219664
Beijing,116.283,39.933,1789,280.2153933343464
HongKong,114.167,22.333,1790,295.6933201585066
Shanghai,121.433,31.167,1790,289.73688905736606
Beijing,116.283,39.933,1790,279.986451919725
HongKong,114.167,22.333,1791,295.59631353642595
Shanghai,121.433,31.167,1791,289.6723936931668
Beijing,116.283,39.933,1791,280.0048706738279
HongKong,114.167,22.333,1792,295.6609104483057
Shanghai,121.433,31.167,1792,289.66304068408164
Beijing,116.283,39.933,1792,280.149448764408
HongKong,114.167,22.333,1793,295.7180815307654
Shanghai,121.433,31.167,1793,289.718360010036
Beijing,116.283,39.933,1793,280.2357186586554
HongKong,114.167,22.333,1794,295.6303213401341
Shanghai,121.433,31.167,1794,289.5212258296594
Beijing,116.283,39.933,1794,279.979789719325
HongKong,114.167,22.333,1795,295.5149276404782
Shanghai,121.433,31.167,1795,289.49709299328873
Beijing,116.283,39.933,1795,279.8874114316937
HongKong,114.167,22.333,1796,295.4107075698749
Shanghai,121.433,31.167,1796,289.4685396688881
Beijing,116.283,39.933,1796,280.0250757178518
HongKong,114.167,22.333,1797,295.3347552062328
Shanghai,121.433,31.167,1797,289.4462505615729
Beijing,116.283,39.933,1797,279.9851148477325
HongKong,114.167,22.333,1798,295.6194172331281
Shanghai,121.433,31.167,1798,289.75867901428757
Beijing,116.283,39.933,1798,279.83568901853795
HongKong,114.167,22.333,1799,295.7623508231169
Shanghai,121.433,31.167,1799,289.85762502399496
Beijing,116.283,39.933,1799,280.04532246485377
HongKong,114.167,22.333,1800,295.67003243543684
Shanghai,121.433,31.167,1800,289.80691481966153
Beijing,116.283,39.933,1800,280.1578452448701
HongKong,114.167,22.333,1801,295.67860250687244
Shanghai,121.433,31.167,1801,289.7383214240698
Beijing,116.283,39.933,1801,279.99696091991467
HongKong,114.167,22.333,1802,295.5749817455241
Shanghai,121.433,31.167,1802,289.8372437518874
Beijing,116.283,39.933,1802,280.2396857834372
HongKong,114.167,22.333,1803,295.5230471564816
Shanghai,121.433,31.167,1803,289.5940692838821
Beijing,116.283,39.933,1803,280.159056197874
HongKong,114.167,22.333,1804,295.72211982417593
Shanghai,121.433,31.167,1804,289.62677025926126
Beijing,116.283,39.933,1804,280.0373429851865
HongKong,114.167,22.333,1805,295.5755145460955
Shanghai,121.433,31.167,1805,289.6643817380673
Beijing,116.283,39.933,1805,279.92406096250704
HongKong,114.167,22.333,1806,295.64449048456424
Shanghai,121.433,31.167,1806,289.70575783004415
Beijing,116.283,39.933,1806,280.21708303335356
HongKong,114.167,22.333,1807,295.64108072313473
Shanghai,121.433,31.167,1807,289.47655443473104
Beijing,116.283,39.933,1807,279.9109151543312
HongKong,114.167,22.333,1808,295.53474979712394
Shanghai,121.433,31.167,1808,289.4483506616339
Beijing,116.283,39.933,1808,279.8338683050451
HongKong,114.167,22.333,1809,295.2312012150593
Shanghai,121.433,31.167,1809,289.1587492261033
Beijing,116.283,39.933,1809,279.4265290058456
HongKong,114.167,22.333,1810,295.10875740625886
Shanghai,121.433,31.167,1810,288.9285502828208
Beijing,116.283,39.933,1810,279.47782035253596
HongKong,114.167,22.333,1811,295.632936540114
Shanghai,121.433,31.167,1811,289.5514011803229
Beijing,116.283,39.933,1811,279.77416438555207
HongKong,114.167,22.333,1812,295.4829940087718
Shanghai,121.433,31.167,1812,289.6122282966629
Beijing,116.283,39.933,1812,280.0311923181711
HongKong,114.167,22.333,1813,295.33819448886
Shanghai,121.433,31.167,1813,289.20005195481116
Beijing,116.283,39.933,1813,279.80932305089465
HongKong,114.167,22.333,1814,295.4605249661622
Shanghai,121.433,31.167,1814,289.4963453428167
Beijing,116.283,39.933,1814,280.05936032149975
HongKong,114.167,22.333,1815,294.75641868548007
Shanghai,121.433,31.167,1815,288.6528304967036
Beijing,116.283,39.933,1815,279.06822208928673
HongKong,114.167,22.333,1816,294.43371358744184
Shanghai,121.433,31.167,1816,288.12497720170865
Beijing,116.283,39.933,1816,278.57324847395415
HongKong,114.167,22.333,1817,295.15697754822
Shanghai,121.433,31.167,1817,288.91851471643344
Beijing,116.283,39.933,1817,279.1546902753971
HongKong,114.167,22.333,1818,295.42213795968325
Shanghai,121.433,31.167,1818,289.326246831186
Beijing,116.283,39.933,1818,279.76625636840396
HongKong,114.167,22.333,1819,295.40843002752376
Shanghai,121.433,31.167,1819,289.3077527643134
Beijing,116.283,39.933,1819,279.7789236829116
HongKong,114.167,22.333,1820,295.3519166354331
Shanghai,121.433,31.167,1820,289.39739302165145
Beijing,116.283,39.933,1820,279.9011122657039
HongKong,114.167,22.333,1821,295.49099275331713
Shanghai,121.433,31.167,1821,289.4890295044095
Beijing,116.283,39.933,1821,279.80871653128173
HongKong,114.167,22.333,1822,295.50077456985247
Shanghai,121.433,31.167,1822,289.62823592830074
Beijing,116.283,39.933,1822,280.1091454828956
HongKong,114.167,22.333,1823,295.4592960186424
Shanghai,121.433,31.167,1823,289.5483427341723
Beijing,116.283,39.933,1823,280.1086710383215
HongKong,114.167,22.333,1824,295.54003289856996
Shanghai,121.433,31.167,1824,289.3783109992979
Beijing,116.283,39.933,1824,279.6495481934459
HongKong,114.167,22.333,1825,295.56021859171545
Shanghai,121.433,31.167,1825,289.79896312080683
Beijing,116.283,39.933,1825,280.13148957225866
HongKong,114.167,22.333,1826,295.67514943141754
Shanghai,121.433,31.167,1826,289.6240989433281
Beijing,116.283,39.933,1826,280.0523842705718
HongKong,114.167,22.333,1827,295.6549226264357
Shanghai,121.433,31.167,1827,289.6865469121314
Beijing,116.283,39.933,1827,279.9137864402773
HongKong,114.167,22.333,1828,295.77017048606126
Shanghai,121.433,31.167,1828,289.8696743170911
Beijing,116.283,39.933,1828,280.18834105891267
HongKong,114.167,22.333,1829,295.69642275320905
Shanghai,121.433,31.167,1829,289.5876336625298
Beijing,116.283,39.933,1829,280.14984515437044
HongKong,114.167,22.333,1830,295.6598454520575
Shanghai,121.433,31.167,1830,289.62325459145603
Beijing,116.283,39.933,1830,279.9996919283545
HongKong,114.167,22.333,1831,295.4200426564988
Shanghai,121.433,31.167,1831,289.33912760032507
Beijing,116.283,39.933,1831,279.6323843262666
HongKong,114.167,22.333,1832,295.3841697108854
Shanghai,121.433,31.167,1832,288.9804220755913
Beijing,116.283,39.933,1832,279.30516513124354
HongKong,114.167,22.333,1833,295.52030093501907
Shanghai,121.433,31.167,1833,289.5050919915427
Beijing,116.283,39.933,1833,279.87095074594623
HongKong,114.167,22.333,1834,295.624066878585
Shanghai,121.433,31.167,1834,289.69034161579896
Beijing,116.283,39.933,1834,280.0371205234544
HongKong,114.167,22.333,1835,294.81186537304336
Shanghai,121.433,31.167,1835,288.6439279038041
Beijing,116.283,39.933,1835,279.00802540312867
HongKong,114.167,22.333,1836,295.2921470959355
Shanghai,121.433,31.167,1836,288.94993892815796
Beijing,116.283,39.933,1836,279.40882717704125
HongKong,114.167,22.333,1837,295.5242432849991
Shanghai,121.433,31.167,1837,289.17658276158966
Beijing,116.283,39.933,1837,279.6294228814497
HongKong,114.167,22.333,1838,295.5587556113423
Shanghai,121.433,31.167,1838,289.43232129467947
Beijing,116.283,39.933,1838,279.8603193041736
HongKong,114.167,22.333,1839,295.56816901926567
Shanghai,121.433,31.167,1839,289.6506596663081
Beijing,116.283,39.933,1839,280.0804831065497
HongKong,114.167,22.333,1840,295.5933378032492
Shanghai,121.433,31.167,1840,289.70025987032335
Beijing,116.283,39.933,1840,280.17900627029394
HongKong,114.167,22.333,1841,295.53723069810013
Shanghai,121.433,31.167,1841,289.632023957123
Beijing,116.283,39.933,1841,280.1437376576826
HongKong,114.167,22.333,1842,295.69291087060293
Shanghai,121.433,31.167,1842,289.5368082160654
Beijing,116.283,39.933,1842,280.00314894569533
HongKong,114.167,22.333,1843,295.7249311371538
Shanghai,121.433,31.167,1843,289.5590545047845
Beijing,116.283,39.933,1843,279.98165537641114
HongKong,114.167,22.333,1844,295.6125158832449
Shanghai,121.433,31.167,1844,289.6637672309556
Beijing,116.283,39.933,1844,280.18449225979595
HongKong,114.167,22.333,1845,295.530647399806
Shanghai,121.433,31.167,1845,289.57643970437306
Beijing,116.283,39.933,1845,280.00649544243083
HongKong,114.167,22.333,1846,295.7569753265297
Shanghai,121.433,31.167,1846,289.72373902913915
Beijing,116.283,39.933,1846,280.1432013823565
HongKong,114.167,22.333,1847,295.68786156621604
Shanghai,121.433,31.167,1847,289.5848172193736
Beijing,116.283,39.933,1847,280.0199722234315
HongKong,114.167,22.333,1848,295.5836685453702
Shanghai,121.433,31.167,1848,289.5646726041175
Beijing,116.283,39.933,1848,279.91980820711615
HongKong,114.167,22.333,1849,295.71612246246946
Shanghai,121.433,31.167,1849,289.631305160258
Beijing,116.283,39.933,1849,280.07811362117894
HongKong,114.167,22.333,1850,295.58251629397097
Shanghai,121.433,31.167,1850,289.63483481042994
Beijing,116.283,39.933,1850,280.06031211022946
HongKong,114.167,22.333,1851,295.6571053995802
Shanghai,121.433,31.167,1851,289.7677577015079
Beijing,116.283,39.933,1851,279.9789642959586
HongKong,114.167,22.333,1852,295.8662837581603
Shanghai,121.433,31.167,1852,290.14827824586047
Beijing,116.283,39.933,1852,280.63412895647906
HongKong,114.167,22.333,1853,295.8484668876589
Shanghai,121.433,31.167,1853,289.79434960375016
Beijing,116.283,39.933,1853,280.0202294383607
HongKong,114.167,22.333,1854,295.66442019803776
Shanghai,121.433,31.167,1854,289.619471054802
Beijing,116.283,39.933,1854,280.1869471970729
HongKong,114.167,22.333,1855,295.7396108028137
Shanghai,121.433,31.167,1855,289.8754547298685
Beijing,116.283,39.933,1855,280.09546068542716
HongKong,114.167,22.333,1856,295.63878109280546
Shanghai,121.433,31.167,1856,289.5669400113489
Beijing,116.283,39.933,1856,279.7804051442431
HongKong,114.167,22.333,1857,295.813036515636
Shanghai,121.433,31.167,1857,289.65180375994436
Beijing,116.283,39.933,1857,280.12515384986756
HongKong,114.167,22.333,1858,295.5710260257411
Shanghai,121.433,31.167,1858,289.30456297915106
Beijing,116.283,39.933,1858,279.90514299303555
HongKong,114.167,22.333,1859,295.64168662017295
Shanghai,121.433,31.167,1859,289.5827194262494
Beijing,116.283,39.933,1859,279.8131300782155
HongKong,114.167,22.333,1860,295.76951009652595
Shanghai,121.433,31.167,1860,289.9150593669645
Beijing,116.283,39.933,1860,280.08882107411273
HongKong,114.167,22.333,1861,295.6293350432331
Shanghai,121.433,31.167,1861,289.5929440060388
Beijing,116.283,39.933,1861,280.2511883984908
HongKong,114.167,22.333,1862,295.76749801430753
Shanghai,121.433,31.167,1862,289.7028968999718
Beijing,116.283,39.933,1862,280.1711394699892
HongKong,114.167,22.333,1863,295.70816901960234
Shanghai,121.433,31.167,1863,289.7472325268563
Beijing,116.283,39.933,1863,279.98651507804254
HongKong,114.167,22.333,1864,295.70718134510554
Shanghai,121.433,31.167,1864,289.6941958290672
Beijing,116.283,39.933,1864,279.8615027703263
HongKong,114.167,22.333,1865,295.6840342929193
Shanghai,121.433,31.167,1865,289.80771905236344
Beijing,116.283,39.933,1865,280.121111644583
HongKong,114.167,22.333,1866,295.67378021121084
Shanghai,121.433,31.167,1866,289.48649408267136
Beijing,116.283,39.933,1866,279.9256212101147
HongKong,114.167,22.333,1867,295.6988117625377
Shanghai,121.433,31.167,1867,289.2464886731198
Beijing,116.283,39.933,1867,279.93499097838
HongKong,114.167,22.333,1868,295.6148896235142
Shanghai,121.433,31.167,1868,289.81659498505894
Beijing,116.283,39.933,1868,280.2387562099932
HongKong,114.167,22.333,1869,295.5844046592119
Shanghai,121.433,31.167,1869,289.6225001536553
Beijing,116.283,39.933,1869,280.0281318167146
HongKong,114.167,22.333,1870,295.65243404476024
Shanghai,121.433,31.167,1870,289.43359572709807
Beijing,116.283,39.933,1870,279.91507625453215
HongKong,114.167,22.333,1871,295.60033924238905
Shanghai,121.433,31.167,1871,289.4639781754666
Beijing,116.283,39.933,1871,279.7918816759742
HongKong,114.167,22.333,1872,295.7414864023471
Shanghai,121.433,31.167,1872,289.6665824279628
Beijing,116.283,39.933,1872,280.1429586622164
HongKong,114.167,22.333,1873,295.7129555848505
Shanghai,121.433,31.167,1873,289.78004053879397
Beijing,116.283,39.933,1873,280.01818023971623
HongKong,114.167,22.333,1874,295.6244038055599
Shanghai,121.433,31.167,1874,289.543348337379
Beijing,116.283,39.933,1874,280.0077242305295
HongKong,114.167,22.333,1875,295.5842748365625
Shanghai,121.433,31.167,1875,289.57493460140506
Beijing,116.283,39.933,1875,280.0841113401549
HongKong,114.167,22.333,1876,295.6068327607843
Shanghai,121.433,31.167,1876,289.3361883938954
Beijing,116.283,39.933,1876,279.8225297302068
HongKong,114.167,22.333,1877,295.5739412709333
Shanghai,121.433,31.167,1877,289.6203322170558
Beijing,116.283,39.933,1877,280.1099129151506
HongKong,114.167,22.333,1878,295.47776719358455
Shanghai,121.433,31.167,1878,289.5106630040534
Beijing,116.283,39.933,1878,280.0671922161873
HongKong,114.167,22.333,1879,295.7565538449243
Shanghai,121.433,31.167,1879,289.74528155366676
Beijing,116.283,39.933,1879,279.9323532245462
HongKong,114.167,22.333,1880,295.83845158816325
Shanghai,121.433,31.167,1880,289.66386717640967
Beijing,116.283,39.933,1880,280.1536832929152
HongKong,114.167,22.333,1881,295.7191526855778
Shanghai,121.433,31.167,1881,289.71802247093717
Beijing,116.283,39.933,1881,280.2254349644571
HongKong,114.167,22.333,1882,295.57626172682785
Shanghai,121.433,31.167,1882,289.4965372025411
Beijing,116.283,39.933,1882,280.03962878324575
HongKong,114.167,22.333,1883,295.58376324527023
Shanghai,121.433,31.167,1883,289.4028130783651
Beijing,116.283,39.933,1883,279.7676949686176
HongKong,114.167,22.333,1884,295.17474021559104
Shanghai,121.433,31.167,1884,289.0165290009997
Beijing,116.283,39.933,1884,279.2607105223371
HongKong,114.167,22.333,1885,295.4710087689263
Shanghai,121.433,31.167,1885,289.24444004430546
Beijing,116.283,39.933,1885,279.24999585429293
HongKong,114.167,22.333,1886,295.49533399271644
Shanghai,121.433,31.167,1886,289.2051861414549
Beijing,116.283,39.933,1886,279.6347245414924
HongKong,114.167,22.333,1887,295.5771673287902
Shanghai,121.433,31.167,1887,289.53100190387045
Beijing,116.283,39.933,1887,279.8514675218821
HongKong,114.167,22.333,1888,295.43088028323467
Shanghai,121.433,31.167,1888,289.29475964267846
Beijing,116.283,39.933,1888,279.72092517374995
HongKong,114.167,22.333,1889,295.5510739792576
Shanghai,121.433,31.167,1889,289.60937818501554
Beijing,116.283,39.933,1889,280.20515568692946
HongKong,114.167,22.333,1890,295.4270591993785
Shanghai,121.433,31.167,1890,289.2702988629899
Beijing,116.283,39.933,1890,279.6409369613139
HongKong,114.167,22.333,1891,295.1909871981626
Shanghai,121.433,31.167,1891,289.02608664102974
Beijing,116.283,39.933,1891,279.6121060421283
HongKong,114.167,22.333,1892,295.47614084255474
Shanghai,121.433,31.167,1892,289.3081115321522
Beijing,116.283,39.933,1892,279.63807088817333
HongKong,114.167,22.333,1893,295.553607011515
Shanghai,121.433,31.167,1893,289.6115240050798
Beijing,116.283,39.933,1893,279.8736287112305
HongKong,114.167,22.333,1894,295.53752613000364
Shanghai,121.433,31.167,1894,289.42157155571334
Beijing,116.283,39.933,1894,279.80001687082233
HongKong,114.167,22.333,1895,295.45206451750227
Shanghai,121.433,31.167,1895,289.5815761651368
Beijing,116.283,39.933,1895,280.13701783809745
HongKong,114.167,22.333,1896,295.6564651951323
Shanghai,121.433,31.167,1896,289.5602964949768
Beijing,116.283,39.933,1896,280.0727339101672
HongKong,114.167,22.333,1897,295.6721964157746
Shanghai,121.433,31.167,1897,289.67795579366873
Beijing,116.283,39.933,1897,280.142932445603
HongKong,114.167,22.333,1898,295.6085579395866
Shanghai,121.433,31.167,1898,289.47016035319376
Beijing,116.283,39.933,1898,280.14683058249886
HongKong,114.167,22.333,1899,295.6281012725431
Shanghai,121.433,31.167,1899,289.5764130773109
Beijing,116.283,39.933,1899,280.1761000087311
HongKong,114.167,22.333,1900,295.53886183428983
Shanghai,121.433,31.167,1900,289.3826373170502
Beijing,116.283,39.933,1900,279.9177177741371
HongKong,114.167,22.333,1901,295.75254172143246
Shanghai,121.433,31.167,1901,289.8633438867073
Beijing,116.283,39.933,1901,279.9809874863322
HongKong,114.167,22.333,1902,295.767703331527
Shanghai,121.433,31.167,1902,289.715751484787
Beijing,116.283,39.933,1902,279.91590661515045
HongKong,114.167,22.333,1903,295.1946581303436
Shanghai,121.433,31.167,1903,289.0003884963573
Beijing,116.283,39.933,1903,279.45230098504237
HongKong,114.167,22.333,1904,295.4518896728535
Shanghai,121.433,31.167,1904,289.3145588984938
Beijing,116.283,39.933,1904,279.59833726585
HongKong,114.167,22.333,1905,295.52306925955276
Shanghai,121.433,31.167,1905,289.33978811628583
Beijing,116.283,39.933,1905,279.71786062570953
HongKong,114.167,22.333,1906,295.37593521157885
Shanghai,121.433,31.167,1906,289.22763611205744
Beijing,116.283,39.933,1906,279.7876453141411
HongKong,114.167,22.333,1907,295.4091599279662
Shanghai,121.433,31.167,1907,289.2838832834655
Beijing,116.283,39.933,1907,279.6278069736703
HongKong,114.167,22.333,1908,295.57361038218596
Shanghai,121.433,31.167,1908,289.27171430031734
Beijing,116.283,39.933,1908,279.6057207414355
HongKong,114.167,22.333,1909,295.616844625761
Shanghai,121.433,31.167,1909,289.2340562410076
Beijing,116.283,39.933,1909,279.7017290963842
HongKong,114.167,22.333,1910,295.58889697626495
Shanghai,121.433,31.167,1910,289.4092402843354
Beijing,116.283,39.933,1910,280.1404640629018
HongKong,114.167,22.333,1911,295.39129996804905
Shanghai,121.433,31.167,1911,289.3449682453325
Beijing,116.283,39.933,1911,280.04445685497654
