city,long,lati,year,ensemble_mean_kelvin
Beijing,116.283,39.933,1558,279.9491484568663
HongKong,114.167,22.333,1559,295.6438566483884
Shanghai,121.433,31.167,1559,289.7154991490992
Beijing,116.283,39.933,1559,280.06497642028324
HongKong,114.167,22.333,1560,295.62484663401693
Shanghai,121.433,31.167,1560,289.6614165782581
Beijing,116.283,39.933,1560,279.96265022665307
HongKong,114.167,22.333,1561,295.59169273327944
Shanghai,121.433,31.167,1561,289.64218832455714
Beijing,116.283,39.933,1561,280.1261874986202
HongKong,114.167,22.333,1562,295.6712407602205
Shanghai,121.433,31.167,1562,290.17098051485596
Beijing,116.283,39.933,1562,280.5121624565677
HongKong,114.167,22.333,1563,295.7700125370883
Shanghai,121.433,31.167,1563,290.0076934110347
Beijing,116.283,39.933,1563,280.26588083965686
HongKong,114.167,22.333,1564,295.731156877229
Shanghai,121.433,31.167,1564,289.77135900200796
Beijing,116.283,39.933,1564,279.7650787353028
HongKong,114.167,22.333,1565,295.59536009406816
Shanghai,121.433,31.167,1565,289.7805068078408
Beijing,116.283,39.933,1565,280.2339209721691
HongKong,114.167,22.333,1566,295.56882388798414
Shanghai,121.433,31.167,1566,289.52509360226446
Beijing,116.283,39.933,1566,279.9714726191318
HongKong,114.167,22.333,1567,295.6682622880695
Shanghai,121.433,31.167,1567,289.35586063352804
Beijing,116.283,39.933,1567,279.77634250586937
HongKong,114.167,22.333,1568,295.698103837969
Shanghai,121.433,31.167,1568,289.68616303964643
Beijing,116.283,39.933,1568,280.05444533515214
HongKong,114.167,22.333,1569,295.61894631410496
Shanghai,121.433,31.167,1569,289.6596297861142
Beijing,116.283,39.933,1569,280.2297638963376
HongKong,114.167,22.333,1570,295.6185032005589
Shanghai,121.433,31.167,1570,289.49665713799305
Beijing,116.283,39.933,1570,279.94944151588936
HongKong,114.167,22.333,1571,295.7066235378039
Shanghai,121.433,31.167,1571,289.7100169684219
Beijing,116.283,39.933,1571,280.0499147311647
HongKong,114.167,22.333,1572,295.86922449885043
Shanghai,121.433,31.167,1572,289.8562387431776
Beijing,116.283,39.933,1572,280.33309717869696
HongKong,114.167,22.333,1573,295.84554881288824
Shanghai,121.433,31.167,1573,289.68106842868684
Beijing,116.283,39.933,1573,279.83141642948124
HongKong,114.167,22.333,1574,295.56074838915544
Shanghai,121.433,31.167,1574,289.7122643065593
Beijing,116.283,39.933,1574,280.1036397563042
HongKong,114.167,22.333,1575,295.4232389935345
Shanghai,121.433,31.167,1575,289.5769598668429
Beijing,116.283,39.933,1575,280.0585705802116
HongKong,114.167,22.333,1576,295.653085507662
Shanghai,121.433,31.167,1576,289.740687166153
Beijing,116.283,39.933,1576,280.08884155902643
HongKong,114.167,22.333,1577,295.8540292566786
Shanghai,121.433,31.167,1577,289.74424605632134
Beijing,116.283,39.933,1577,279.92281764611386
HongKong,114.167,22.333,1578,295.84440690513156
Shanghai,121.433,31.167,1578,289.6508635136546
Beijing,116.283,39.933,1578,279.9981274152906
HongKong,114.167,22.333,1579,295.4218406562839
Shanghai,121.433,31.167,1579,289.6140823413121
Beijing,116.283,39.933,1579,279.94741030263316
HongKong,114.167,22.333,1580,295.5262924898495
Shanghai,121.433,31.167,1580,289.5475695125715
Beijing,116.283,39.933,1580,280.0753669547003
HongKong,114.167,22.333,1581,295.729067676046
Shanghai,121.433,31.167,1581,289.5499715436985
Beijing,116.283,39.933,1581,279.94865738948033
HongKong,114.167,22.333,1582,295.83287707317436
Shanghai,121.433,31.167,1582,289.80449468520044
Beijing,116.283,39.933,1582,280.2522964756501
HongKong,114.167,22.333,1583,295.5946718924033
Shanghai,121.433,31.167,1583,289.8114914881052
Beijing,116.283,39.933,1583,280.1361957426043
HongKong,114.167,22.333,1584,295.1934319566872
Shanghai,121.433,31.167,1584,289.19171778725917
Beijing,116.283,39.933,1584,279.51263392582536
HongKong,114.167,22.333,1585,295.2643550899677
Shanghai,121.433,31.167,1585,288.81486200353555
Beijing,116.283,39.933,1585,279.0368605676198
HongKong,114.167,22.333,1586,295.41719227805487
Shanghai,121.433,31.167,1586,289.0164985423385
Beijing,116.283,39.933,1586,279.49318599513094
HongKong,114.167,22.333,1587,295.679725550641
Shanghai,121.433,31.167,1587,289.57796475047877
Beijing,116.283,39.933,1587,279.93513172857155
HongKong,114.167,22.333,1588,295.67594007847003
Shanghai,121.433,31.167,1588,289.4049010760164
Beijing,116.283,39.933,1588,279.95570342077855
HongKong,114.167,22.333,1589,295.7426770025142
Shanghai,121.433,31.167,1589,289.6346869357983
Beijing,116.283,39.933,1589,279.9777846487704
HongKong,114.167,22.333,1590,295.6391107963759
Shanghai,121.433,31.167,1590,289.4919535294821
Beijing,116.283,39.933,1590,279.88230382701414
HongKong,114.167,22.333,1591,295.56328716129997
Shanghai,121.433,31.167,1591,289.5836098187442
Beijing,116.283,39.933,1591,280.15291594560966
HongKong,114.167,22.333,1592,295.51209044833575
Shanghai,121.433,31.167,1592,289.6069976967591
Beijing,116.283,39.933,1592,279.8211687534767
HongKong,114.167,22.333,1593,295.66182393777854
Shanghai,121.433,31.167,1593,289.65005671401263
Beijing,116.283,39.933,1593,279.94884045139054
HongKong,114.167,22.333,1594,295.69667663762056
Shanghai,121.433,31.167,1594,289.72128393222863
Beijing,116.283,39.933,1594,279.8688217559159
HongKong,114.167,22.333,1595,295.63482096669054
Shanghai,121.433,31.167,1595,289.61606039879433
Beijing,116.283,39.933,1595,279.8302447967677
HongKong,114.167,22.333,1596,295.6251049352713
Shanghai,121.433,31.167,1596,289.67699450059314
Beijing,116.283,39.933,1596,280.1176331192765
HongKong,114.167,22.333,1597,295.659322420434
Shanghai,121.433,31.167,1597,289.83265248380127
Beijing,116.283,39.933,1597,280.1138666310158
HongKong,114.167,22.333,1598,295.68164742049936
Shanghai,121.433,31.167,1598,289.7617119830221
Beijing,116.283,39.933,1598,280.1465889434745
HongKong,114.167,22.333,1599,295.5245804257417
Shanghai,121.433,31.167,1599,289.51506341891667
Beijing,116.283,39.933,1599,280.0620729813381
HongKong,114.167,22.333,1600,294.7468756253506
Shanghai,121.433,31.167,1600,288.5116228284656
Beijing,116.283,39.933,1600,278.91602430495107
HongKong,114.167,22.333,1601,294.94903098115776
Shanghai,121.433,31.167,1601,288.5138985497481
Beijing,116.283,39.933,1601,278.7121816164063
HongKong,114.167,22.333,1602,295.5224860080063
Shanghai,121.433,31.167,1602,289.2498460526926
Beijing,116.283,39.933,1602,279.24038283204396
HongKong,114.167,22.333,1603,295.5080387722419
Shanghai,121.433,31.167,1603,289.48165425724494
Beijing,116.283,39.933,1603,280.0035232975094
HongKong,114.167,22.333,1604,295.4010638722501
Shanghai,121.433,31.167,1604,289.58887832831147
Beijing,116.283,39.933,1604,279.98308751823635
HongKong,114.167,22.333,1605,295.32634901436626
Shanghai,121.433,31.167,1605,289.2695171773157
Beijing,116.283,39.933,1605,279.7570752533245
HongKong,114.167,22.333,1606,295.54594681829747
Shanghai,121.433,31.167,1606,289.47210736977695
Beijing,116.283,39.933,1606,279.85888690366306
HongKong,114.167,22.333,1607,295.64446175152347
Shanghai,121.433,31.167,1607,289.5953605496042
Beijing,116.283,39.933,1607,279.86387914442525
HongKong,114.167,22.333,1608,295.66771363253287
Shanghai,121.433,31.167,1608,289.5447977053754
Beijing,116.283,39.933,1608,279.9372425124652
HongKong,114.167,22.333,1609,295.51762420017116
Shanghai,121.433,31.167,1609,289.4798436721041
Beijing,116.283,39.933,1609,279.97354662989085
HongKong,114.167,22.333,1610,295.6243136947371
Shanghai,121.433,31.167,1610,289.5540917411552
Beijing,116.283,39.933,1610,279.8750124480639
HongKong,114.167,22.333,1611,295.55180523099807
Shanghai,121.433,31.167,1611,289.4568606293047
Beijing,116.283,39.933,1611,279.79462600639505
HongKong,114.167,22.333,1612,295.4337252199255
Shanghai,121.433,31.167,1612,289.4383430840424
Beijing,116.283,39.933,1612,280.08658289815986
HongKong,114.167,22.333,1613,295.57128623585885
Shanghai,121.433,31.167,1613,289.4598392919045
Beijing,116.283,39.933,1613,279.9279081366311
HongKong,114.167,22.333,1614,295.60069771172
Shanghai,121.433,31.167,1614,289.44733989788756
Beijing,116.283,39.933,1614,279.87429125030275
HongKong,114.167,22.333,1615,295.6307885499394
Shanghai,121.433,31.167,1615,289.5263733104161
Beijing,116.283,39.933,1615,279.96752092251194
HongKong,114.167,22.333,1616,295.67405205452366
Shanghai,121.433,31.167,1616,289.68934105354515
Beijing,116.283,39.933,1616,280.1323877426194
HongKong,114.167,22.333,1617,295.5474481484129
Shanghai,121.433,31.167,1617,289.4385121893044
Beijing,116.283,39.933,1617,279.882092997776
HongKong,114.167,22.333,1618,295.8512166880582
Shanghai,121.433,31.167,1618,289.8561146200989
Beijing,116.283,39.933,1618,280.05135723211527
HongKong,114.167,22.333,1619,295.566666619025
Shanghai,121.433,31.167,1619,289.6767246333451
Beijing,116.283,39.933,1619,279.9162879221691
HongKong,114.167,22.333,1620,295.4260753027805
Shanghai,121.433,31.167,1620,289.5473930847372
Beijing,116.283,39.933,1620,280.17153855971696
HongKong,114.167,22.333,1621,295.29642541275257
Shanghai,121.433,31.167,1621,289.2747378389364
Beijing,116.283,39.933,1621,279.7686658064554
HongKong,114.167,22.333,1622,295.7780287831801
Shanghai,121.433,31.167,1622,289.5783974220493
Beijing,116.283,39.933,1622,279.94290991000355
HongKong,114.167,22.333,1623,295.4968633338065
Shanghai,121.433,31.167,1623,289.48804488592504
Beijing,116.283,39.933,1623,280.0221640733194
HongKong,114.167,22.333,1624,295.5781725102242
Shanghai,121.433,31.167,1624,289.61804709238646
Beijing,116.283,39.933,1624,279.9816284743584
HongKong,114.167,22.333,1625,295.6995961272825
Shanghai,121.433,31.167,1625,289.87503142963243
Beijing,116.283,39.933,1625,280.11099350584715
HongKong,114.167,22.333,1626,295.5989754822565
Shanghai,121.433,31.167,1626,289.5630039698061
Beijing,116.283,39.933,1626,279.6859686131554
HongKong,114.167,22.333,1627,295.5470540186328
Shanghai,121.433,31.167,1627,289.6737149074099
Beijing,116.283,39.933,1627,279.99435708380946
HongKong,114.167,22.333,1628,295.48682980840624
Shanghai,121.433,31.167,1628,289.5258765245961
Beijing,116.283,39.933,1628,280.015532778509
HongKong,114.167,22.333,1629,295.6301336203264
Shanghai,121.433,31.167,1629,289.5094165554355
Beijing,116.283,39.933,1629,279.9087049833052
HongKong,114.167,22.333,1630,295.55105734738464
Shanghai,121.433,31.167,1630,289.53463650894474
Beijing,116.283,39.933,1630,279.89901635613717
HongKong,114.167,22.333,1631,295.5199663353438
Shanghai,121.433,31.167,1631,289.60980551829135
Beijing,116.283,39.933,1631,280.0676628582683
HongKong,114.167,22.333,1632,295.5316569190413
Shanghai,121.433,31.167,1632,289.522356013326
Beijing,116.283,39.933,1632,279.7716873035653
HongKong,114.167,22.333,1633,295.76488858959965
Shanghai,121.433,31.167,1633,289.7392153197466
Beijing,116.283,39.933,1633,279.78717573721525
HongKong,114.167,22.333,1634,295.58247069003176
Shanghai,121.433,31.167,1634,289.53363726509383
Beijing,116.283,39.933,1634,280.05724020816365
HongKong,114.167,22.333,1635,295.5991483751659
Shanghai,121.433,31.167,1635,289.5707890010744
Beijing,116.283,39.933,1635,279.8650133505358
HongKong,114.167,22.333,1636,295.6221409183373
Shanghai,121.433,31.167,1636,289.6045084549779
Beijing,116.283,39.933,1636,279.8531632345248
HongKong,114.167,22.333,1637,295.47679778193907
Shanghai,121.433,31.167,1637,289.47000970179664
Beijing,116.283,39.933,1637,280.101751966802
HongKong,114.167,22.333,1638,295.5997211993847
Shanghai,121.433,31.167,1638,289.6704039043144
Beijing,116.283,39.933,1638,280.143400699376
HongKong,114.167,22.333,1639,295.5570226389945
Shanghai,121.433,31.167,1639,289.5712237879355
Beijing,116.283,39.933,1639,280.1537555253117
HongKong,114.167,22.333,1640,295.54122051441385
Shanghai,121.433,31.167,1640,289.53295913663095
Beijing,116.283,39.933,1640,280.0071144427944
HongKong,114.167,22.333,1641,294.9533396959767
Shanghai,121.433,31.167,1641,288.77158695124615
Beijing,116.283,39.933,1641,279.3942131721287
HongKong,114.167,22.333,1642,295.2668017307473
Shanghai,121.433,31.167,1642,289.1656157897592
Beijing,116.283,39.933,1642,279.48783466369014
HongKong,114.167,22.333,1643,295.48019313614145
Shanghai,121.433,31.167,1643,289.27251176731374
Beijing,116.283,39.933,1643,279.5430559132617
HongKong,114.167,22.333,1644,295.5042529815782
Shanghai,121.433,31.167,1644,289.45984741371535
Beijing,116.283,39.933,1644,279.9943736207201
HongKong,114.167,22.333,1645,295.4513160888213
Shanghai,121.433,31.167,1645,289.29894513324894
Beijing,116.283,39.933,1645,280.03473001230697
HongKong,114.167,22.333,1646,295.4758290563517
Shanghai,121.433,31.167,1646,289.4428912704602
Beijing,116.283,39.933,1646,279.9113029855706
HongKong,114.167,22.333,1647,295.593102520486
Shanghai,121.433,31.167,1647,289.8141307426137
Beijing,116.283,39.933,1647,280.2592420253886
HongKong,114.167,22.333,1648,295.4583790438621
Shanghai,121.433,31.167,1648,289.492448258052
Beijing,116.283,39.933,1648,279.92247817301177
HongKong,114.167,22.333,1649,295.5932913796349
Shanghai,121.433,31.167,1649,289.46058452009606
Beijing,116.283,39.933,1649,279.8130566963125
HongKong,114.167,22.333,1650,295.61591407386146
Shanghai,121.433,31.167,1650,289.5867180722142
Beijing,116.283,39.933,1650,280.00788723465587
HongKong,114.167,22.333,1651,295.505147085768
Shanghai,121.433,31.167,1651,289.3345262204192
Beijing,116.283,39.933,1651,279.70178099988703
HongKong,114.167,22.333,1652,295.42565853255275
Shanghai,121.433,31.167,1652,289.3977862443341
Beijing,116.283,39.933,1652,280.077387023387
HongKong,114.167,22.333,1653,295.5922229813071
Shanghai,121.433,31.167,1653,289.6550552209083
Beijing,116.283,39.933,1653,280.0310964658535
HongKong,114.167,22.333,1654,295.4526568612792
Shanghai,121.433,31.167,1654,289.6277024756743
Beijing,116.283,39.933,1654,280.0349446403526
HongKong,114.167,22.333,1655,295.67313803576235
Shanghai,121.433,31.167,1655,289.80062503731267
Beijing,116.283,39.933,1655,280.06817035469504
HongKong,114.167,22.333,1656,295.58884996064586
Shanghai,121.433,31.167,1656,289.6095600023467
Beijing,116.283,39.933,1656,280.0082780113876
HongKong,114.167,22.333,1657,295.6148609834145
Shanghai,121.433,31.167,1657,289.9058896085733
Beijing,116.283,39.933,1657,280.0320974818423
HongKong,114.167,22.333,1658,295.604103355423
Shanghai,121.433,31.167,1658,289.66930044153895
Beijing,116.283,39.933,1658,279.875307990521
HongKong,114.167,22.333,1659,295.67861436402086
Shanghai,121.433,31.167,1659,289.8469145797376
Beijing,116.283,39.933,1659,280.17247628395376
HongKong,114.167,22.333,1660,295.66011364855535
Shanghai,121.433,31.167,1660,289.6733849486396
Beijing,116.283,39.933,1660,279.97444260100923
HongKong,114.167,22.333,1661,295.67675663496004
Shanghai,121.433,31.167,1661,289.80402736300067
Beijing,116.283,39.933,1661,280.34995677154683
HongKong,114.167,22.333,1662,295.6871196110822
Shanghai,121.433,31.167,1662,289.7750574389864
Beijing,116.283,39.933,1662,280.311106477461
HongKong,114.167,22.333,1663,295.47608040404
Shanghai,121.433,31.167,1663,289.5530956496111
Beijing,116.283,39.933,1663,280.17218035098847
HongKong,114.167,22.333,1664,295.4491761780923
Shanghai,121.433,31.167,1664,289.4264982872159
Beijing,116.283,39.933,1664,279.7456703711582
HongKong,114.167,22.333,1665,295.6681631931406
Shanghai,121.433,31.167,1665,289.63648987827065
Beijing,116.283,39.933,1665,279.8144653944059
HongKong,114.167,22.333,1666,295.65997799252466
Shanghai,121.433,31.167,1666,289.5521842467065
Beijing,116.283,39.933,1666,280.02058756036
HongKong,114.167,22.333,1667,295.79385362431753
Shanghai,121.433,31.167,1667,289.7957267182117
Beijing,116.283,39.933,1667,280.03744207092893
HongKong,114.167,22.333,1668,295.6334802824635
Shanghai,121.433,31.167,1668,289.5666545392838
Beijing,116.283,39.933,1668,280.13484184704913
HongKong,114.167,22.333,1669,295.66361405179487
Shanghai,121.433,31.167,1669,289.75459430560824
Beijing,116.283,39.933,1669,280.2040684617451
HongKong,114.167,22.333,1670,295.7603144128161
Shanghai,121.433,31.167,1670,289.6851070439029
Beijing,116.283,39.933,1670,280.139540469412
HongKong,114.167,22.333,1671,295.5861307749858
Shanghai,121.433,31.167,1671,289.5841198362557
Beijing,116.283,39.933,1671,280.01445448936187
HongKong,114.167,22.333,1672,295.65036491369756
Shanghai,121.433,31.167,1672,289.65009426526973
Beijing,116.283,39.933,1672,279.98459974804183
HongKong,114.167,22.333,1673,295.4262292057314
Shanghai,121.433,31.167,1673,289.4281935393362
Beijing,116.283,39.933,1673,279.81082360579103
HongKong,114.167,22.333,1674,295.4518986781646
Shanghai,121.433,31.167,1674,289.3576858357664
Beijing,116.283,39.933,1674,279.53849633041983
HongKong,114.167,22.333,1675,295.62530706342164
Shanghai,121.433,31.167,1675,289.7445882637838
Beijing,116.283,39.933,1675,279.8050101429414
HongKong,114.167,22.333,1676,295.61431760013227
Shanghai,121.433,31.167,1676,289.6170510302991
Beijing,116.283,39.933,1676,279.9501061445895
HongKong,114.167,22.333,1677,295.5872928146826
Shanghai,121.433,31.167,1677,289.70849893912174
Beijing,116.283,39.933,1677,280.1255412229036
HongKong,114.167,22.333,1678,295.5156004713268
Shanghai,121.433,31.167,1678,289.350232010508
Beijing,116.283,39.933,1678,279.803577313579
HongKong,114.167,22.333,1679,295.45925934081157
Shanghai,121.433,31.167,1679,289.4135073092174
Beijing,116.283,39.933,1679,280.04429771198625
HongKong,114.167,22.333,1680,295.42747176601387
Shanghai,121.433,31.167,1680,289.6031673162139
Beijing,116.283,39.933,1680,280.0476046078579
HongKong,114.167,22.333,1681,295.5779203996325
Shanghai,121.433,31.167,1681,289.480672938715
Beijing,116.283,39.933,1681,279.86651614709746
HongKong,114.167,22.333,1682,295.3854047840338
Shanghai,121.433,31.167,1682,289.3787411326908
Beijing,116.283,39.933,1682,280.05044197073425
HongKong,114.167,22.333,1683,295.73017863544055
Shanghai,121.433,31.167,1683,289.54936211250305
Beijing,116.283,39.933,1683,279.740402521633
HongKong,114.167,22.333,1684,295.6519462506868
Shanghai,121.433,31.167,1684,289.48229139295614
Beijing,116.283,39.933,1684,279.4593972213327
HongKong,114.167,22.333,1685,295.64363032198946
Shanghai,121.433,31.167,1685,289.5805362395486
Beijing,116.283,39.933,1685,280.04756859585945
HongKong,114.167,22.333,1686,295.5274810716529
Shanghai,121.433,31.167,1686,289.51896646603177
Beijing,116.283,39.933,1686,279.72481092301075
HongKong,114.167,22.333,1687,295.6809412677794
Shanghai,121.433,31.167,1687,289.6057420960832
Beijing,116.283,39.933,1687,280.13104437300893
HongKong,114.167,22.333,1688,295.71884051678387
Shanghai,121.433,31.167,1688,289.6768347923443
Beijing,116.283,39.933,1688,279.87821933425727
HongKong,114.167,22.333,1689,295.59511400348515
Shanghai,121.433,31.167,1689,289.56090438784406
Beijing,116.283,39.933,1689,279.92961951025535
HongKong,114.167,22.333,1690,295.48036401907177
Shanghai,121.433,31.167,1690,289.5715438100607
Beijing,116.283,39.933,1690,279.79875908714695
HongKong,114.167,22.333,1691,295.4788765957306
Shanghai,121.433,31.167,1691,289.49002787238965
Beijing,116.283,39.933,1691,279.9605867718295
HongKong,114.167,22.333,1692,295.4313359475822
Shanghai,121.433,31.167,1692,289.6254792211046
Beijing,116.283,39.933,1692,280.19397719631513
HongKong,114.167,22.333,1693,295.4238581653966
Shanghai,121.433,31.167,1693,289.58009559593734
Beijing,116.283,39.933,1693,280.1565792422812
HongKong,114.167,22.333,1694,295.4219811145307
Shanghai,121.433,31.167,1694,289.5804220019611
Beijing,116.283,39.933,1694,280.02558055566425
HongKong,114.167,22.333,1695,295.5922691498621
Shanghai,121.433,31.167,1695,289.72357089182105
Beijing,116.283,39.933,1695,280.1267609085849
HongKong,114.167,22.333,1696,295.7267858715088
Shanghai,121.433,31.167,1696,289.7124429535945
Beijing,116.283,39.933,1696,279.8516590489028
HongKong,114.167,22.333,1697,295.57663599461915
Shanghai,121.433,31.167,1697,289.78513345793584
Beijing,116.283,39.933,1697,279.96771933126195
HongKong,114.167,22.333,1698,295.511278568329
Shanghai,121.433,31.167,1698,289.55801144997173
Beijing,116.283,39.933,1698,280.1021545798182
HongKong,114.167,22.333,1699,295.60085916758135
Shanghai,121.433,31.167,1699,289.44099405260783
Beijing,116.283,39.933,1699,279.7853597449768
HongKong,114.167,22.333,1700,295.52002751162377
Shanghai,121.433,31.167,1700,289.3267042062482
Beijing,116.283,39.933,1700,279.7743101060237
HongKong,114.167,22.333,1701,295.56950784554573
Shanghai,121.433,31.167,1701,289.39024208885485
Beijing,116.283,39.933,1701,279.9759303807954
HongKong,114.167,22.333,1702,295.3852596302435
Shanghai,121.433,31.167,1702,289.4060311800366
Beijing,116.283,39.933,1702,279.95709153799487
HongKong,114.167,22.333,1703,295.5728651190268
Shanghai,121.433,31.167,1703,289.64147432627294
Beijing,116.283,39.933,1703,279.9106766255838
HongKong,114.167,22.333,1704,295.61513477200486
Shanghai,121.433,31.167,1704,289.4727301336012
Beijing,116.283,39.933,1704,279.8647433304935
HongKong,114.167,22.333,1705,295.5983950314315
Shanghai,121.433,31.167,1705,289.462519729441
Beijing,116.283,39.933,1705,279.6809060978903
HongKong,114.167,22.333,1706,295.56744327549234
Shanghai,121.433,31.167,1706,289.5367079835206
Beijing,116.283,39.933,1706,280.00777527194396
HongKong,114.167,22.333,1707,295.6449979996302
Shanghai,121.433,31.167,1707,289.58225921758174
Beijing,116.283,39.933,1707,279.8882788548635
HongKong,114.167,22.333,1708,295.5758497557574
Shanghai,121.433,31.167,1708,289.4986982193466
Beijing,116.283,39.933,1708,279.8601680629844
HongKong,114.167,22.333,1709,295.5614125515767
Shanghai,121.433,31.167,1709,289.45919954385204
Beijing,116.283,39.933,1709,279.6440356422791
HongKong,114.167,22.333,1710,295.5136636578707
Shanghai,121.433,31.167,1710,289.6829894496423
Beijing,116.283,39.933,1710,279.9905303030132
HongKong,114.167,22.333,1711,295.5641446502927
Shanghai,121.433,31.167,1711,289.4989723397975
Beijing,116.283,39.933,1711,280.07025789312047
HongKong,114.167,22.333,1712,295.55865162228105
Shanghai,121.433,31.167,1712,289.6070105691994
Beijing,116.283,39.933,1712,279.84953791411544
HongKong,114.167,22.333,1713,295.6954598296394
Shanghai,121.433,31.167,1713,289.74232650991235
Beijing,116.283,39.933,1713,279.8749383621371
HongKong,114.167,22.333,1714,295.48321658321095
Shanghai,121.433,31.167,1714,289.57585972441336
Beijing,116.283,39.933,1714,279.9920468048859
HongKong,114.167,22.333,1715,295.502843555045
Shanghai,121.433,31.167,1715,289.48293830843306
Beijing,116.283,39.933,1715,279.7899676586447
HongKong,114.167,22.333,1716,295.54830585302403
Shanghai,121.433,31.167,1716,289.60508179032263
Beijing,116.283,39.933,1716,280.12273956323526
HongKong,114.167,22.333,1717,295.60061140813775
Shanghai,121.433,31.167,1717,289.7121915469032
Beijing,116.283,39.933,1717,279.87203164634053
HongKong,114.167,22.333,1718,295.49845013610866
Shanghai,121.433,31.167,1718,289.55465465076117
Beijing,116.283,39.933,1718,280.21622510555187
HongKong,114.167,22.333,1719,295.1300424686616
Shanghai,121.433,31.167,1719,289.03778874024624
Beijing,116.283,39.933,1719,279.45940099682434
HongKong,114.167,22.333,1720,295.0512684123429
Shanghai,121.433,31.167,1720,288.5738963235296
Beijing,116.283,39.933,1720,278.9527855871832
HongKong,114.167,22.333,1721,295.54949875712407
Shanghai,121.433,31.167,1721,289.4024227282254
Beijing,116.283,39.933,1721,279.8400979245299
HongKong,114.167,22.333,1722,295.5267358499392
Shanghai,121.433,31.167,1722,289.6080636621175
Beijing,116.283,39.933,1722,280.10625682657684
HongKong,114.167,22.333,1723,295.39977355025474
Shanghai,121.433,31.167,1723,289.407823392763
Beijing,116.283,39.933,1723,279.910590398515
HongKong,114.167,22.333,1724,295.4338599963768
Shanghai,121.433,31.167,1724,289.48771475716114
Beijing,116.283,39.933,1724,279.8460201184319
HongKong,114.167,22.333,1725,295.69159371937246
Shanghai,121.433,31.167,1725,289.4092040831847
Beijing,116.283,39.933,1725,279.63599052537444
HongKong,114.167,22.333,1726,295.5747877871231
Shanghai,121.433,31.167,1726,289.683411601749
Beijing,116.283,39.933,1726,279.95772654308934
HongKong,114.167,22.333,1727,295.61471539214386
Shanghai,121.433,31.167,1727,289.7297312556404
Beijing,116.283,39.933,1727,280.09095966791443
HongKong,114.167,22.333,1728,295.6274081538727
Shanghai,121.433,31.167,1728,289.6798248925443
Beijing,116.283,39.933,1728,279.9629390967295
HongKong,114.167,22.333,1729,295.5172465517979
Shanghai,121.433,31.167,1729,289.56529789386383
Beijing,116.283,39.933,1729,280.02235689532876
HongKong,114.167,22.333,1730,295.10548235725264
Shanghai,121.433,31.167,1730,289.05244873139844
Beijing,116.283,39.933,1730,279.53875068554686
HongKong,114.167,22.333,1731,295.58760380623016
Shanghai,121.433,31.167,1731,289.23020118283154
Beijing,116.283,39.933,1731,279.5150052457626
HongKong,114.167,22.333,1732,295.6277702073087
Shanghai,121.433,31.167,1732,289.64358934992157
Beijing,116.283,39.933,1732,280.0378020015267
HongKong,114.167,22.333,1733,295.63165936092975
Shanghai,121.433,31.167,1733,289.6585934791192
Beijing,116.283,39.933,1733,280.24252864622713
HongKong,114.167,22.333,1734,295.6163218598027
Shanghai,121.433,31.167,1734,289.7225599422584
Beijing,116.283,39.933,1734,280.3234132469694
HongKong,114.167,22.333,1735,295.5035297459032
Shanghai,121.433,31.167,1735,289.5704174103071
Beijing,116.283,39.933,1735,280.0319583103336
HongKong,114.167,22.333,1736,295.52327666428397
Shanghai,121.433,31.167,1736,289.6106168369694
Beijing,116.283,39.933,1736,280.1627580412729
HongKong,114.167,22.333,1737,295.58372059695347
Shanghai,121.433,31.167,1737,289.63700392414006
Beijing,116.283,39.933,1737,280.14894405552917
HongKong,114.167,22.333,1738,295.67535734266306
Shanghai,121.433,31.167,1738,289.54887104892316
Beijing,116.283,39.933,1738,279.9038820570515
HongKong,114.167,22.333,1739,295.457620569045
Shanghai,121.433,31.167,1739,289.5950758825725
Beijing,116.283,39.933,1739,280.14593544359604
HongKong,114.167,22.333,1740,295.7030395703993
Shanghai,121.433,31.167,1740,289.5686660451335
Beijing,116.283,39.933,1740,279.94139293341277
HongKong,114.167,22.333,1741,295.6736205566745
Shanghai,121.433,31.167,1741,289.5242590595837
Beijing,116.283,39.933,1741,279.905659272294
HongKong,114.167,22.333,1742,295.67773941835674
Shanghai,121.433,31.167,1742,289.6932986374945
Beijing,116.283,39.933,1742,280.1938903939878
HongKong,114.167,22.333,1743,295.6716762179255
Shanghai,121.433,31.167,1743,289.65534704439773
Beijing,116.283,39.933,1743,280.20071977386704
HongKong,114.167,22.333,1744,295.47765186659745
Shanghai,121.433,31.167,1744,289.4708682292259
Beijing,116.283,39.933,1744,279.96916603965116
HongKong,114.167,22.333,1745,295.6470619525655
Shanghai,121.433,31.167,1745,289.60880965285924
Beijing,116.283,39.933,1745,280.071311890098
HongKong,114.167,22.333,1746,295.49501338351126
Shanghai,121.433,31.167,1746,289.40471894205484
Beijing,116.283,39.933,1746,279.72911507763274
HongKong,114.167,22.333,1747,295.6380555127391
Shanghai,121.433,31.167,1747,289.5612883857903
Beijing,116.283,39.933,1747,279.9724164715122
HongKong,114.167,22.333,1748,295.8197014229075
Shanghai,121.433,31.167,1748,289.98641298047414
Beijing,116.283,39.933,1748,280.1742824654705
HongKong,114.167,22.333,1749,295.70839495110107
Shanghai,121.433,31.167,1749,289.6375841533833
Beijing,116.283,39.933,1749,280.1191138969764
HongKong,114.167,22.333,1750,295.57352050097126
