city,long,lati,member,year,temperature_kelvin
HongKong,114.167,22.333,a1,1720,294.30562472755275
Shanghai,121.433,31.167,a1,1720,287.67132744600167
Beijing,116.283,39.933,a1,1720,278.40252147844814
HongKong,114.167,22.333,a1,1721,294.80981459272004
Shanghai,121.433,31.167,a1,1721,289.0046008818454
Beijing,116.283,39.933,a1,1721,280.18595720727984
HongKong,114.167,22.333,a1,1722,295.32750269786794
Shanghai,121.433,31.167,a1,1722,289.903382212845
Beijing,116.283,39.933,a1,1722,280.51025318282865
HongKong,114.167,22.333,a1,1723,295.8394604052865
Shanghai,121.433,31.167,a1,1723,289.64843513131456
Beijing,116.283,39.933,a1,1723,280.1211472499777
HongKong,114.167,22.333,a1,1724,295.5302075446119
Shanghai,121.433,31.167,a1,1724,289.52190072593675
Beijing,116.283,39.933,a1,1724,280.1197230230626
HongKong,114.167,22.333,a1,1725,295.29257999211455
Shanghai,121.433,31.167,a1,1725,288.7542239023545
Beijing,116.283,39.933,a1,1725,279.32070144027387
HongKong,114.167,22.333,a1,1726,295.07838329576737
Shanghai,121.433,31.167,a1,1726,289.669350060776
Beijing,116.283,39.933,a1,1726,280.1945080540942
HongKong,114.167,22.333,a1,1727,296.3489062135288
Shanghai,121.433,31.167,a1,1727,290.5677959709049
Beijing,116.283,39.933,a1,1727,281.1479088652359
HongKong,114.167,22.333,a1,1728,296.1449365844734
Shanghai,121.433,31.167,a1,1728,290.8651909555419
Beijing,116.283,39.933,a1,1728,280.6883278480768
HongKong,114.167,22.333,a1,1729,295.7198166293699
Shanghai,121.433,31.167,a1,1729,290.9384883074052
Beijing,116.283,39.933,a1,1729,280.59389896070894
HongKong,114.167,22.333,a1,1730,294.4950620933927
Shanghai,121.433,31.167,a1,1730,288.7273577639955
Beijing,116.283,39.933,a1,1730,279.2006001726149
HongKong,114.167,22.333,a1,1731,295.26219750134817
Shanghai,121.433,31.167,a1,1731,288.7160691793614
Beijing,116.283,39.933,a1,1731,279.35441000383054
HongKong,114.167,22.333,a1,1732,296.2423343591357
Shanghai,121.433,31.167,a1,1732,290.14514835499034
Beijing,116.283,39.933,a1,1732,280.4446450574077
HongKong,114.167,22.333,a1,1733,296.27713764861767
Shanghai,121.433,31.167,a1,1733,289.6219870091871
Beijing,116.283,39.933,a1,1733,280.13197322013025
HongKong,114.167,22.333,a1,1734,295.34668375519146
Shanghai,121.433,31.167,a1,1734,289.661803324612
Beijing,116.283,39.933,a1,1734,280.5709629446285
HongKong,114.167,22.333,a1,1735,295.094935651834
Shanghai,121.433,31.167,a1,1735,289.52476425841934
Beijing,116.283,39.933,a1,1735,280.4193585778996
HongKong,114.167,22.333,a1,1736,295.1670714878635
Shanghai,121.433,31.167,a1,1736,289.3255147010293
Beijing,116.283,39.933,a1,1736,279.7588103620443
HongKong,114.167,22.333,a1,1737,296.2746051053373
Shanghai,121.433,31.167,a1,1737,290.6016889279483
Beijing,116.283,39.933,a1,1737,280.9620089102125
HongKong,114.167,22.333,a1,1738,296.25820708900994
Shanghai,121.433,31.167,a1,1738,289.2916835725399
Beijing,116.283,39.933,a1,1738,279.3132278062961
HongKong,114.167,22.333,a1,1739,295.49372850599775
Shanghai,121.433,31.167,a1,1739,290.1851696834136
Beijing,116.283,39.933,a1,1739,281.20326121067865
HongKong,114.167,22.333,a1,1740,295.2704705445117
Shanghai,121.433,31.167,a1,1740,289.07135790342227
Beijing,116.283,39.933,a1,1740,280.15940305681454
HongKong,114.167,22.333,a1,1741,295.49762260873433
Shanghai,121.433,31.167,a1,1741,289.5721859447136
Beijing,116.283,39.933,a1,1741,279.84915067205833
HongKong,114.167,22.333,a1,1742,295.3746378661671
Shanghai,121.433,31.167,a1,1742,289.9007447230334
Beijing,116.283,39.933,a1,1742,280.4365067884959
HongKong,114.167,22.333,a1,1743,296.04702678331677
Shanghai,121.433,31.167,a1,1743,290.185997860771
Beijing,116.283,39.933,a1,1743,280.4602476331265
HongKong,114.167,22.333,a1,1744,295.20338170151336
Shanghai,121.433,31.167,a1,1744,289.07211215734276
Beijing,116.283,39.933,a1,1744,280.41552766961024
HongKong,114.167,22.333,a1,1745,295.4729516450104
Shanghai,121.433,31.167,a1,1745,289.22127027118887
Beijing,116.283,39.933,a1,1745,279.73862474136837
HongKong,114.167,22.333,a1,1746,295.48933786565703
Shanghai,121.433,31.167,a1,1746,289.4095398539884
Beijing,116.283,39.933,a1,1746,280.1558286374473
HongKong,114.167,22.333,a1,1747,295.0121188079436
Shanghai,121.433,31.167,a1,1747,288.8495022451968
Beijing,116.283,39.933,a1,1747,279.77142056678
HongKong,114.167,22.333,a1,1748,296.1785119069864
Shanghai,121.433,31.167,a1,1748,291.00870674812194
Beijing,116.283,39.933,a1,1748,280.9907424869581
HongKong,114.167,22.333,a1,1749,296.3777272575407
Shanghai,121.433,31.167,a1,1749,290.35935096785
Beijing,116.283,39.933,a1,1749,280.5095712280879
HongKong,114.167,22.333,a1,1750,295.7536076146868
Shanghai,121.433,31.167,a1,1750,290.2248305631901
Beijing,116.283,39.933,a1,1750,280.3509181480787
HongKong,114.167,22.333,a1,1751,295.2213091077453
Shanghai,121.433,31.167,a1,1751,289.38855429182905
Beijing,116.283,39.933,a1,1751,280.0946695157223
HongKong,114.167,22.333,a1,1752,295.47592823103565
Shanghai,121.433,31.167,a1,1752,289.2578967118526
Beijing,116.283,39.933,a1,1752,279.84288447947785
HongKong,114.167,22.333,a1,1753,296.1698874244743
Shanghai,121.433,31.167,a1,1753,289.28682852558984
Beijing,116.283,39.933,a1,1753,279.5335792204342
HongKong,114.167,22.333,a1,1754,295.53192701574994
Shanghai,121.433,31.167,a1,1754,289.3429823109711
Beijing,116.283,39.933,a1,1754,280.24642375135045
HongKong,114.167,22.333,a1,1755,295.238282606138
Shanghai,121.433,31.167,a1,1755,289.7455217058209
Beijing,116.283,39.933,a1,1755,280.58171876891873
HongKong,114.167,22.333,a1,1756,294.30650421962923
Shanghai,121.433,31.167,a1,1756,288.04851274688883
Beijing,116.283,39.933,a1,1756,279.12001160606417
HongKong,114.167,22.333,a1,1757,295.5505441679988
Shanghai,121.433,31.167,a1,1757,290.0094268302401
Beijing,116.283,39.933,a1,1757,279.9654245597372
HongKong,114.167,22.333,a1,1758,295.7361868705976
Shanghai,121.433,31.167,a1,1758,289.5687224115839
Beijing,116.283,39.933,a1,1758,279.9040485768656
HongKong,114.167,22.333,a1,1759,295.29017212413
Shanghai,121.433,31.167,a1,1759,289.26211186829505
Beijing,116.283,39.933,a1,1759,280.660407129512
HongKong,114.167,22.333,a1,1760,295.3784274136179
Shanghai,121.433,31.167,a1,1760,290.1911732514831
Beijing,116.283,39.933,a1,1760,281.4906582167483
HongKong,114.167,22.333,a1,1761,295.2014808894919
Shanghai,121.433,31.167,a1,1761,288.8714486975441
Beijing,116.283,39.933,a1,1761,279.3506379846907
HongKong,114.167,22.333,a1,1762,293.1987310886537
Shanghai,121.433,31.167,a1,1762,286.7552929795572
Beijing,116.283,39.933,a1,1762,277.8486483357014
HongKong,114.167,22.333,a1,1763,294.0424115478096
Shanghai,121.433,31.167,a1,1763,288.118394960084
Beijing,116.283,39.933,a1,1763,278.55561448776433
HongKong,114.167,22.333,a1,1764,295.17367772801657
Shanghai,121.433,31.167,a1,1764,289.563341728059
Beijing,116.283,39.933,a1,1764,279.329946723809
HongKong,114.167,22.333,a1,1765,295.856063179704
Shanghai,121.433,31.167,a1,1765,289.8853890771036
Beijing,116.283,39.933,a1,1765,280.2897599050982
HongKong,114.167,22.333,a1,1766,295.3905733167183
Shanghai,121.433,31.167,a1,1766,289.52814130590275
Beijing,116.283,39.933,a1,1766,279.85770012496124
HongKong,114.167,22.333,a1,1767,294.97724832426996
Shanghai,121.433,31.167,a1,1767,289.26730803522594
Beijing,116.283,39.933,a1,1767,280.3118082099502
HongKong,114.167,22.333,a1,1768,295.4023011601426
Shanghai,121.433,31.167,a1,1768,289.3380218974503
Beijing,116.283,39.933,a1,1768,280.16841213659677
HongKong,114.167,22.333,a1,1769,295.96617287282663
Shanghai,121.433,31.167,a1,1769,289.6885084067424
Beijing,116.283,39.933,a1,1769,279.8880680163819
HongKong,114.167,22.333,a1,1770,296.26719091058845
Shanghai,121.433,31.167,a1,1770,289.9612230010703
Beijing,116.283,39.933,a1,1770,280.5786557318142
HongKong,114.167,22.333,a1,1771,296.00152084645123
Shanghai,121.433,31.167,a1,1771,290.0730823630316
Beijing,116.283,39.933,a1,1771,280.04724496845824
HongKong,114.167,22.333,a1,1772,295.69208139836394
Shanghai,121.433,31.167,a1,1772,290.1319241003288
Beijing,116.283,39.933,a1,1772,280.88147416192936
HongKong,114.167,22.333,a1,1773,295.59691794245697
Shanghai,121.433,31.167,a1,1773,289.4371688364586
Beijing,116.283,39.933,a1,1773,279.35676672046435
HongKong,114.167,22.333,a1,1774,295.90586752360804
Shanghai,121.433,31.167,a1,1774,289.9074909819841
Beijing,116.283,39.933,a1,1774,280.68801073662394
HongKong,114.167,22.333,a1,1775,295.82105746689626
Shanghai,121.433,31.167,a1,1775,289.6546972251795
Beijing,116.283,39.933,a1,1775,280.4475380565386
HongKong,114.167,22.333,a1,1776,295.397759517434
Shanghai,121.433,31.167,a1,1776,289.23899349391
Beijing,116.283,39.933,a1,1776,280.2080749660346
HongKong,114.167,22.333,a1,1777,295.65013809510305
Shanghai,121.433,31.167,a1,1777,289.0462160892892
Beijing,116.283,39.933,a1,1777,279.4508318833235
HongKong,114.167,22.333,a1,1778,295.7825367945784
Shanghai,121.433,31.167,a1,1778,289.77558181210975
Beijing,116.283,39.933,a1,1778,280.0798553619643
HongKong,114.167,22.333,a1,1779,295.3590992481657
Shanghai,121.433,31.167,a1,1779,290.0951843097987
Beijing,116.283,39.933,a1,1779,280.39435403738173
HongKong,114.167,22.333,a1,1780,295.5161727768702
Shanghai,121.433,31.167,a1,1780,289.59932253792925
Beijing,116.283,39.933,a1,1780,280.31691762124615
HongKong,114.167,22.333,a1,1781,295.3473160378829
Shanghai,121.433,31.167,a1,1781,289.30188699540616
Beijing,116.283,39.933,a1,1781,279.9263270332262
HongKong,114.167,22.333,a1,1782,295.40701946542123
Shanghai,121.433,31.167,a1,1782,288.9854245364941
Beijing,116.283,39.933,a1,1782,279.98553352658496
HongKong,114.167,22.333,a1,1783,295.11757454839267
Shanghai,121.433,31.167,a1,1783,289.2218800465764
Beijing,116.283,39.933,a1,1783,280.15488493023145
HongKong,114.167,22.333,a1,1784,295.4184429538242
Shanghai,121.433,31.167,a1,1784,289.3429397010213
Beijing,116.283,39.933,a1,1784,279.4714808608534
HongKong,114.167,22.333,a1,1785,296.29009129617737
Shanghai,121.433,31.167,a1,1785,290.25330394777745
Beijing,116.283,39.933,a1,1785,280.8046222408804
HongKong,114.167,22.333,a1,1786,295.7656416321852
Shanghai,121.433,31.167,a1,1786,289.7044885017926
Beijing,116.283,39.933,a1,1786,280.57645414736527
HongKong,114.167,22.333,a1,1787,294.950322265093
Shanghai,121.433,31.167,a1,1787,289.3261351202977
Beijing,116.283,39.933,a1,1787,280.1795760093187
HongKong,114.167,22.333,a1,1788,295.28190565541286
Shanghai,121.433,31.167,a1,1788,289.458773685303
Beijing,116.283,39.933,a1,1788,279.4127687255593
HongKong,114.167,22.333,a1,1789,295.73674459511477
Shanghai,121.433,31.167,a1,1789,290.41487524560205
Beijing,116.283,39.933,a1,1789,280.8030767162281
HongKong,114.167,22.333,a1,1790,295.0794451543522
Shanghai,121.433,31.167,a1,1790,288.98995262480497
Beijing,116.283,39.933,a1,1790,279.5055756659986
HongKong,114.167,22.333,a1,1791,295.56300370130987
Shanghai,121.433,31.167,a1,1791,289.55765522443966
Beijing,116.283,39.933,a1,1791,280.19734349613543
HongKong,114.167,22.333,a1,1792,295.5054357236303
Shanghai,121.433,31.167,a1,1792,289.3230844900512
Beijing,116.283,39.933,a1,1792,280.4710116735176
HongKong,114.167,22.333,a1,1793,296.13385161375555
Shanghai,121.433,31.167,a1,1793,289.0660189840905
Beijing,116.283,39.933,a1,1793,279.22681960888593
HongKong,114.167,22.333,a1,1794,296.21188457361916
Shanghai,121.433,31.167,a1,1794,289.8275250372838
Beijing,116.283,39.933,a1,1794,280.2593593442448
HongKong,114.167,22.333,a1,1795,295.3995628449581
Shanghai,121.433,31.167,a1,1795,290.70983793214424
Beijing,116.283,39.933,a1,1795,281.4095287499435
HongKong,114.167,22.333,a1,1796,295.20301778589584
Shanghai,121.433,31.167,a1,1796,289.50642626697515
Beijing,116.283,39.933,a1,1796,279.90511127952647
HongKong,114.167,22.333,a1,1797,295.10850846475415
Shanghai,121.433,31.167,a1,1797,289.3068871583692
Beijing,116.283,39.933,a1,1797,279.9009058062282
HongKong,114.167,22.333,a1,1798,295.2435948594961
Shanghai,121.433,31.167,a1,1798,289.29182389855765
Beijing,116.283,39.933,a1,1798,280.16422995349797
HongKong,114.167,22.333,a1,1799,296.31729792296363
Shanghai,121.433,31.167,a1,1799,290.3268020476725
Beijing,116.283,39.933,a1,1799,280.41211337770005
HongKong,114.167,22.333,a1,1800,296.0746024555278
Shanghai,121.433,31.167,a1,1800,289.8131149033656
Beijing,116.283,39.933,a1,1800,280.1074881646915
HongKong,114.167,22.333,a1,1801,295.38088616241856
Shanghai,121.433,31.167,a1,1801,290.5554366039204
Beijing,116.283,39.933,a1,1801,280.9184580536833
HongKong,114.167,22.333,a1,1802,295.52041505639664
Shanghai,121.433,31.167,a1,1802,289.9382944232991
Beijing,116.283,39.933,a1,1802,280.0159050902625
HongKong,114.167,22.333,a1,1803,295.781171899017
Shanghai,121.433,31.167,a1,1803,289.52064280107817
Beijing,116.283,39.933,a1,1803,279.60217720127974
HongKong,114.167,22.333,a1,1804,295.8964124679445
Shanghai,121.433,31.167,a1,1804,288.6340131269785
Beijing,116.283,39.933,a1,1804,278.82821865340657
HongKong,114.167,22.333,a1,1805,295.7092863082501
Shanghai,121.433,31.167,a1,1805,289.9362213377269
Beijing,116.283,39.933,a1,1805,280.19614853282417
HongKong,114.167,22.333,a1,1806,295.92663616928655
Shanghai,121.433,31.167,a1,1806,290.3826304958434
Beijing,116.283,39.933,a1,1806,280.8488647011995
HongKong,114.167,22.333,a1,1807,295.662650206965
Shanghai,121.433,31.167,a1,1807,289.60567002834614
Beijing,116.283,39.933,a1,1807,279.7951437871505
HongKong,114.167,22.333,a1,1808,295.6195961576697
Shanghai,121.433,31.167,a1,1808,289.3955033407173
Beijing,116.283,39.933,a1,1808,279.4195075241978
HongKong,114.167,22.333,a1,1809,295.37153366304256
Shanghai,121.433,31.167,a1,1809,288.84610321975333
Beijing,116.283,39.933,a1,1809,279.3515047034945
HongKong,114.167,22.333,a1,1810,295.26632066118697
Shanghai,121.433,31.167,a1,1810,288.7461571757503
Beijing,116.283,39.933,a1,1810,279.2695235299708
HongKong,114.167,22.333,a1,1811,295.6315253543508
Shanghai,121.433,31.167,a1,1811,289.6918433848828
Beijing,116.283,39.933,a1,1811,280.53864156255963
HongKong,114.167,22.333,a1,1812,295.25816442589127
Shanghai,121.433,31.167,a1,1812,289.9529695305152
Beijing,116.283,39.933,a1,1812,279.8750304805604
HongKong,114.167,22.333,a1,1813,294.5657578342633
Shanghai,121.433,31.167,a1,1813,288.5243735983767
Beijing,116.283,39.933,a1,1813,278.68180304406
HongKong,114.167,22.333,a1,1814,295.65821390322714
Shanghai,121.433,31.167,a1,1814,290.01370432160496
Beijing,116.283,39.933,a1,1814,279.75725058432096
HongKong,114.167,22.333,a1,1815,295.65738468590644
Shanghai,121.433,31.167,a1,1815,289.87559571380996
Beijing,116.283,39.933,a1,1815,279.58817316669786
HongKong,114.167,22.333,a1,1816,294.44493472440263
Shanghai,121.433,31.167,a1,1816,287.945267401845
Beijing,116.283,39.933,a1,1816,277.76823171781336
HongKong,114.167,22.333,a1,1817,294.5448964904184
Shanghai,121.433,31.167,a1,1817,288.0857414912021
Beijing,116.283,39.933,a1,1817,278.6023632255082
HongKong,114.167,22.333,a1,1818,294.8900014741572
Shanghai,121.433,31.167,a1,1818,288.57743024193087
Beijing,116.283,39.933,a1,1818,279.4214829300312
HongKong,114.167,22.333,a1,1819,295.5235894306962
Shanghai,121.433,31.167,a1,1819,289.2255711995807
Beijing,116.283,39.933,a1,1819,279.83460014190103
HongKong,114.167,22.333,a1,1820,295.11700176097037
Shanghai,121.433,31.167,a1,1820,289.65734408556676
Beijing,116.283,39.933,a1,1820,280.0809960739224
HongKong,114.167,22.333,a1,1821,295.4303546260615
Shanghai,121.433,31.167,a1,1821,290.0169682824916
Beijing,116.283,39.933,a1,1821,279.90494958940195
HongKong,114.167,22.333,a1,1822,295.3114199474341
Shanghai,121.433,31.167,a1,1822,289.7513353491611
Beijing,116.283,39.933,a1,1822,280.9469669439479
HongKong,114.167,22.333,a1,1823,295.31088603526536
Shanghai,121.433,31.167,a1,1823,289.77756644742266
Beijing,116.283,39.933,a1,1823,279.8711849384456
HongKong,114.167,22.333,a1,1824,295.4034171481145
Shanghai,121.433,31.167,a1,1824,288.9537576734279
Beijing,116.283,39.933,a1,1824,279.0840590481606
HongKong,114.167,22.333,a1,1825,295.7480492473054
Shanghai,121.433,31.167,a1,1825,290.18219204718827
Beijing,116.283,39.933,a1,1825,280.2511720818062
HongKong,114.167,22.333,a1,1826,295.7105410811814
Shanghai,121.433,31.167,a1,1826,289.70038292594904
Beijing,116.283,39.933,a1,1826,279.4919198677265
HongKong,114.167,22.333,a1,1827,295.028678357522
Shanghai,121.433,31.167,a1,1827,289.53642236819763
Beijing,116.283,39.933,a1,1827,280.35130320483995
HongKong,114.167,22.333,a1,1828,295.8191048306794
Shanghai,121.433,31.167,a1,1828,289.66142080253013
Beijing,116.283,39.933,a1,1828,280.26280528963844
HongKong,114.167,22.333,a1,1829,295.53196192216075
Shanghai,121.433,31.167,a1,1829,288.9341308230583
Beijing,116.283,39.933,a1,1829,279.65362526269774
HongKong,114.167,22.333,a1,1830,295.48429703288616
Shanghai,121.433,31.167,a1,1830,289.5779998516471
Beijing,116.283,39.933,a1,1830,279.9796003640523
HongKong,114.167,22.333,a1,1831,295.56811336703464
Shanghai,121.433,31.167,a1,1831,289.16188668035045
Beijing,116.283,39.933,a1,1831,280.10912248036743
HongKong,114.167,22.333,a1,1832,295.32165952682055
Shanghai,121.433,31.167,a1,1832,288.7324981784574
Beijing,116.283,39.933,a1,1832,279.045756578708
HongKong,114.167,22.333,a1,1833,295.67171542930583
Shanghai,121.433,31.167,a1,1833,289.1449974987491
Beijing,116.283,39.933,a1,1833,278.83193742109046
HongKong,114.167,22.333,a1,1834,295.63902369768175
Shanghai,121.433,31.167,a1,1834,289.49343906739557
Beijing,116.283,39.933,a1,1834,280.7286125842647
HongKong,114.167,22.333,a1,1835,294.92648474009127
Shanghai,121.433,31.167,a1,1835,289.0273343226578
Beijing,116.283,39.933,a1,1835,280.0853162321692
HongKong,114.167,22.333,a1,1836,295.0856739516782
Shanghai,121.433,31.167,a1,1836,288.63707285494405
Beijing,116.283,39.933,a1,1836,279.4490713827977
HongKong,114.167,22.333,a1,1837,295.35276786464914
Shanghai,121.433,31.167,a1,1837,288.84251694490877
Beijing,116.283,39.933,a1,1837,279.1132147522356
HongKong,114.167,22.333,a1,1838,295.46516573532807
Shanghai,121.433,31.167,a1,1838,288.97599864589625
Beijing,116.283,39.933,a1,1838,280.1429642957311
HongKong,114.167,22.333,a1,1839,295.55780239390674
Shanghai,121.433,31.167,a1,1839,289.0302346440326
Beijing,116.283,39.933,a1,1839,279.9692938113094
HongKong,114.167,22.333,a1,1840,295.53378194281277
Shanghai,121.433,31.167,a1,1840,288.95722540308816
Beijing,116.283,39.933,a1,1840,280.05295755072217
HongKong,114.167,22.333,a1,1841,295.70601706395354
Shanghai,121.433,31.167,a1,1841,289.6942880109142
Beijing,116.283,39.933,a1,1841,280.04957842320323
HongKong,114.167,22.333,a1,1842,294.5898644744168
Shanghai,121.433,31.167,a1,1842,288.6619636479813
Beijing,116.283,39.933,a1,1842,279.9094384053192
HongKong,114.167,22.333,a1,1843,295.8652915858905
Shanghai,121.433,31.167,a1,1843,289.81783224112115
Beijing,116.283,39.933,a1,1843,279.9566126810527
HongKong,114.167,22.333,a1,1844,295.74298774072105
Shanghai,121.433,31.167,a1,1844,290.1411168997319
Beijing,116.283,39.933,a1,1844,280.051786398749
HongKong,114.167,22.333,a1,1845,296.35749177759806
Shanghai,121.433,31.167,a1,1845,289.6611540481769
Beijing,116.283,39.933,a1,1845,279.54679240476537
HongKong,114.167,22.333,a1,1846,295.7720348534868
Shanghai,121.433,31.167,a1,1846,289.98221719910697
Beijing,116.283,39.933,a1,1846,280.9648583751505
HongKong,114.167,22.333,a1,1847,295.38433184304
Shanghai,121.433,31.167,a1,1847,289.40346385312586
Beijing,116.283,39.933,a1,1847,280.0604227056462
HongKong,114.167,22.333,a1,1848,295.3196873539959
Shanghai,121.433,31.167,a1,1848,289.3229702709502
Beijing,116.283,39.933,a1,1848,279.8071117412894
HongKong,114.167,22.333,a1,1849,296.02299253884235
Shanghai,121.433,31.167,a1,1849,289.5772962334863
Beijing,116.283,39.933,a1,1849,280.2675395789492
HongKong,114.167,22.333,a1,1850,295.77427301905993
Shanghai,121.433,31.167,a1,1850,289.37777410363486
Beijing,116.283,39.933,a1,1850,280.0898263411411
HongKong,114.167,22.333,a1,1851,295.88855132506495
Shanghai,121.433,31.167,a1,1851,290.4815623170151
Beijing,116.283,39.933,a1,1851,280.67241837118604
HongKong,114.167,22.333,a1,1852,296.3274253816054
Shanghai,121.433,31.167,a1,1852,290.59404960955413
Beijing,116.283,39.933,a1,1852,280.9349397509518
HongKong,114.167,22.333,a1,1853,295.78815786709595
Shanghai,121.433,31.167,a1,1853,289.66060287303293
Beijing,116.283,39.933,a1,1853,280.29544245721746
HongKong,114.167,22.333,a1,1854,295.260084188415
Shanghai,121.433,31.167,a1,1854,289.57914842836885
Beijing,116.283,39.933,a1,1854,280.5163197559206
HongKong,114.167,22.333,a1,1855,296.16744070651947
Shanghai,121.433,31.167,a1,1855,290.65234925996634
Beijing,116.283,39.933,a1,1855,280.8961719593252
HongKong,114.167,22.333,a1,1856,295.4083167016895
Shanghai,121.433,31.167,a1,1856,289.5330580440642
Beijing,116.283,39.933,a1,1856,280.54430045869697
HongKong,114.167,22.333,a1,1857,295.1131019284201
Shanghai,121.433,31.167,a1,1857,289.0260030507364
Beijing,116.283,39.933,a1,1857,279.7357297557092
HongKong,114.167,22.333,a1,1858,295.4003925776567
Shanghai,121.433,31.167,a1,1858,289.2188497589344
Beijing,116.283,39.933,a1,1858,280.1628968443633
HongKong,114.167,22.333,a1,1859,296.0635009955505
Shanghai,121.433,31.167,a1,1859,289.1827761842934
Beijing,116.283,39.933,a1,1859,279.8228606811487
HongKong,114.167,22.333,a1,1860,295.81110917774726
Shanghai,121.433,31.167,a1,1860,289.7547543702716
Beijing,116.283,39.933,a1,1860,279.7730756376416
HongKong,114.167,22.333,a1,1861,296.17528279213855
Shanghai,121.433,31.167,a1,1861,289.89335626890085
Beijing,116.283,39.933,a1,1861,280.40861707940525
HongKong,114.167,22.333,a1,1862,295.5660667630271
Shanghai,121.433,31.167,a1,1862,289.11238415312056
Beijing,116.283,39.933,a1,1862,279.9474611956392
HongKong,114.167,22.333,a1,1863,295.43951790418515
Shanghai,121.433,31.167,a1,1863,289.30245380080385
Beijing,116.283,39.933,a1,1863,280.1148762620772
HongKong,114.167,22.333,a1,1864,296.12758294973696
Shanghai,121.433,31.167,a1,1864,289.24156515018956
Beijing,116.283,39.933,a1,1864,279.50635376702996
HongKong,114.167,22.333,a1,1865,295.6103229402825
Shanghai,121.433,31.167,a1,1865,289.1629983156727
Beijing,116.283,39.933,a1,1865,279.7930103210919
HongKong,114.167,22.333,a1,1866,295.38368105397234
Shanghai,121.433,31.167,a1,1866,289.18318058373944
Beijing,116.283,39.933,a1,1866,280.0259469519609
HongKong,114.167,22.333,a1,1867,295.63007504007436
Shanghai,121.433,31.167,a1,1867,289.3413476104071
Beijing,116.283,39.933,a1,1867,280.77894423219556
HongKong,114.167,22.333,a1,1868,295.8389805552289
Shanghai,121.433,31.167,a1,1868,289.7557480704736
Beijing,116.283,39.933,a1,1868,280.2989475086273
HongKong,114.167,22.333,a1,1869,295.20977451794886
Shanghai,121.433,31.167,a1,1869,288.9279962978541
Beijing,116.283,39.933,a1,1869,279.8519386177043
HongKong,114.167,22.333,a1,1870,296.088269415573
Shanghai,121.433,31.167,a1,1870,290.01403057691255
Beijing,116.283,39.933,a1,1870,280.6701769189675
HongKong,114.167,22.333,a1,1871,296.0774118016461
Shanghai,121.433,31.167,a1,1871,290.25932065480583
Beijing,116.283,39.933,a1,1871,280.6330854464106
HongKong,114.167,22.333,a1,1872,295.73014525348964
Shanghai,121.433,31.167,a1,1872,289.6584561641885
Beijing,116.283,39.933,a1,1872,279.8192195310661
HongKong,114.167,22.333,a1,1873,295.4848722878501
Shanghai,121.433,31.167,a1,1873,289.5453040881831
Beijing,116.283,39.933,a1,1873,280.1547493812142
HongKong,114.167,22.333,a1,1874,296.0364957791709
Shanghai,121.433,31.167,a1,1874,289.6924191276394
Beijing,116.283,39.933,a1,1874,280.0617515849103
HongKong,114.167,22.333,a1,1875,295.71289853125705
Shanghai,121.433,31.167,a1,1875,289.6923992291541
Beijing,116.283,39.933,a1,1875,280.00021401510776
HongKong,114.167,22.333,a1,1876,295.3225481323354
Shanghai,121.433,31.167,a1,1876,289.85051915929745
Beijing,116.283,39.933,a1,1876,280.7264973343257
HongKong,114.167,22.333,a1,1877,295.4910067765138
Shanghai,121.433,31.167,a1,1877,289.92228313436704
Beijing,116.283,39.933,a1,1877,280.45628995543905
HongKong,114.167,22.333,a1,1878,295.32509479270993
Shanghai,121.433,31.167,a1,1878,289.42042436873794
Beijing,116.283,39.933,a1,1878,280.2127063490719
HongKong,114.167,22.333,a1,1879,295.51118975573627
Shanghai,121.433,31.167,a1,1879,289.6447101399137
Beijing,116.283,39.933,a1,1879,280.1285612590664
HongKong,114.167,22.333,a1,1880,296.164921162974
Shanghai,121.433,31.167,a1,1880,289.4269068173792
Beijing,116.283,39.933,a1,1880,280.4721649074076
HongKong,114.167,22.333,a1,1881,296.22021424068026
Shanghai,121.433,31.167,a1,1881,289.88748119416044
Beijing,116.283,39.933,a1,1881,280.0265333240756
HongKong,114.167,22.333,a1,1882,295.7762762018616
Shanghai,121.433,31.167,a1,1882,289.76423571927353
Beijing,116.283,39.933,a1,1882,279.9867488510822
HongKong,114.167,22.333,a1,1883,295.34158282529785
Shanghai,121.433,31.167,a1,1883,289.5477452024957
Beijing,116.283,39.933,a1,1883,280.5574247682133
HongKong,114.167,22.333,a1,1884,294.4718250899763
Shanghai,121.433,31.167,a1,1884,288.91295669805265
Beijing,116.283,39.933,a1,1884,279.57763488698737
HongKong,114.167,22.333,a1,1885,294.96288635625535
Shanghai,121.433,31.167,a1,1885,288.6111027535178
Beijing,116.283,39.933,a1,1885,279.25396065319103
HongKong,114.167,22.333,a1,1886,296.08503162926706
Shanghai,121.433,31.167,a1,1886,288.59579988848793
Beijing,116.283,39.933,a1,1886,279.3763138713627
HongKong,114.167,22.333,a1,1887,295.90621280131467
Shanghai,121.433,31.167,a1,1887,289.461346720432
Beijing,116.283,39.933,a1,1887,279.83184235159973
HongKong,114.167,22.333,a1,1888,295.1735991660868
Shanghai,121.433,31.167,a1,1888,289.4600039193402
Beijing,116.283,39.933,a1,1888,280.04011892295046
HongKong,114.167,22.333,a1,1889,294.9680485480769
Shanghai,121.433,31.167,a1,1889,289.1062726561093
Beijing,116.283,39.933,a1,1889,280.0998830560368
HongKong,114.167,22.333,a1,1890,295.10914175381276
Shanghai,121.433,31.167,a1,1890,288.8806516795362
