basis_dimension,fixed_smoothing_parameter,reciprocal_condition_number,validation_member,validation_year,maximum_validation_difference,minimum_city_kelvin,maximum_city_kelvin
266,1e-8,5.107251753565448e-11,a1,1368,1.9906565285054967e-10,276.56012569693826,296.89377015695135
