x
0.780481807
0.759671661
0.827916869
0.756719801
0.845225093
0.836054601
0.846564867
0.845539286
0.835053443
0.836054601
0.832260372
0.828263398
0.829757187
0.852141664
0.836027714
0.836027919
0.849316625
0.775465206
0.83604566
0.82434338
0.80827729
0.792230023
0.836054601
0.847232955
0.823573877
0.735203311
0.829748298
0.829748298
0.829748298
0.83433776
0.836054601
0.802043647
0.846564867
0.840029654
0.852068932
0.852071694
0.824911797
0.667306714
0.665772408
0.826480996
0.799241151
0.812241404
0.819030555
0.816549279
0.614149195
0.722828552
0.834366353
0.76046654
0.795935223
0.643584768
0.677834187
0.787814085
0.845703026
0.768239146
0.844959873
0.75887788
0.72142902
0.718846316
0.845541157
0.807753425
0.78670413
0.699332501
0.832633354
0.648718782
0.57680236
0.578611795
0.808718226
0.798800659
0.59285375
0.627798344
0.79847898
0.807680591
0.81781307
0.621840927
0.621507475
0.778684829
0.778485393
0.767720688
0.824911797
0.810630195
0.767704085
0.644791247
0.705741075
0.820520616
0.658886203
0.628679101
0.622616091
0.685443797
0.685306184
0.648939907
0.649499195
0.649499182
0.770636422
0.787267743
0.759113159
0.7270667
0.692830928
0.795711859
0.8066561
0.768656924
0.763224768
0.793594925
0.685042461
0.597316123
0.607413144
0.708948664
0.643019851
0.791959992
0.803353817
0.843833984
0.844857864
0.849692229
0.734435621
0.800484058
0.738120986
0.798956018
0.82261162
0.726052635
0.57159192
0.559472069
0.716637238
0.670699623
0.667287625
0.659361475
0.680827522
0.675884796
0.743877912
0.715057253
0.700219308
0.691965114
0.676941952
0.673329289
0.842983071
0.744630889
0.687341954
0.646936859
0.75592472
0.826794307
0.659423206
0.642329248
0.661936927
0.782497617
0.71323167
0.846290467
0.641185368
0.698694443
0.820339129
0.683715643
0.689553924
0.834880265
0.798664178
0.772297058
0.704712534
0.668991724
0.649419073
0.752478383
0.673407433
0.79096948
0.672384589
0.607192124
0.668787892
0.707800427
0.69981601
0.66386703
0.670246143
0.687549824
0.674083936
0.701915941
0.702105334
0.782739801
0.833127382
0.726803249
0.712685596
0.696312797
0.624828968
0.629089535
0.629869504
0.707024955
0.653200659
0.605934518
0.662434446
0.746613965
0.711215937
0.666195955
0.678062154
0.697600794
0.837604246
0.779065943
0.819082184
0.616387426
0.598806526
0.636981408
0.633558251
0.634908038
0.686161851
0.786471938
0.694593298
0.603955734
0.639539607
0.619724833
0.583621455
0.603211904
0.584690775
0.662335876
0.615196427
0.579739059
0.620348543
0.697505035
0.741125893
0.73507093
0.740371079
0.751675716
0.762980448
0.763092248
0.848969113
0.664197138
0.701564042
0.77417124
0.801342298
0.839657362
0.755853613
0.747151188
0.759886949
0.674089598
0.80513885
0.687451498
0.603947577
0.719521018
0.731739264
0.743359647
0.666937689
0.60803756
0.611368861
0.723392966
0.620700507
0.682655745
0.694098999
0.663203539
0.688850792
0.730261773
0.729682865
0.716561201
0.651641729
0.671004126
0.666104007
0.636520062
0.678429779
0.65896515
0.637131107
0.650492097
0.640742579
0.572589384
0.663255395
0.653519222
0.621094423
0.679434266
0.70550389
0.736462643
0.691152262
0.76881957
0.727897238
0.654625083
0.73699257
0.668385028
0.645365473
0.639587646
0.621418437
0.641466163
0.635230093
0.640645448
0.614526204
0.65038212
0.759913131
0.77952085
0.721528587
0.5403756
0.569495908
0.636035541
0.679831951
0.638803434
0.630613726
0.588098191
0.570945623
0.598086364
0.621117345
0.615617245
0.597620421
0.663003545
0.720149838
0.630590479
0.630735644
0.680794204
0.733813393
0.685904303
0.6623082
0.698276417
0.729748997
0.761148194
0.775489758
0.666353892
0.699209585
0.710804262
0.721954868
0.828431371
0.670673991
0.708565088
0.665216485
0.651507438
0.667041552
0.772474509
0.740046133
0.740192735
0.728523231
0.65987911
0.619873516
0.712002827
0.72396691
0.848889881
0.631104399
0.659947446
0.672727674
0.787006044
0.763570692
0.812691322
0.728693927
0.597542737
0.668570221
0.736342738
0.729847511
0.793179998
0.662968914
0.585826335
0.589218018
0.636826074
0.619073789
0.744406177
0.728799843
0.67394483
0.759520398
0.789823101
0.690154825
0.631319658
0.591667973
0.582667744
0.629427371
0.792203508
0.773628603
0.77641264
0.816968213
0.829236207
0.772186274
0.727720369
0.679655318
0.623979065
0.577518316
0.699058345
0.607310959
0.608474369
0.713414052
0.644432714
0.679496628
0.606917095
0.711114518
0.776285003
0.655722936
0.765754097
0.678019002
0.700929143
0.779922676
0.740050175
0.735323479
0.800385807
0.709049853
0.678527426
0.717672969
0.83375043
0.782614979
0.776765441
0.66428541
0.663078461
0.711489661
0.650185561
0.837394767
0.780220948
0.698373395
0.755830966
0.787853889
0.690103911
0.680649675
0.692639923
0.703563705
0.795522426
0.736175782
0.785891172
0.717332074
0.639954047
0.596699627
0.716571728
0.74322411
0.845927275
0.671089518
0.580698894
0.576402392
0.682420153
0.717681007
0.657446801
0.749585328
0.715349998
0.72415187
0.749716019
0.740086341
0.739145186
0.750464423
0.744988338
0.656478584
0.67908262
0.571658249
0.716111235
0.799520945
0.732948943
0.676351825
0.753734791
0.798668429
0.614664185
0.613145954
0.662485543
0.594568214
0.677975231
0.683919475
0.700468543
0.568810835
0.553611569
0.587069868
0.640265879
0.700661204
0.821099368
0.701896125
0.66379662
0.654264374
0.678285333
0.798634691
0.660200528
0.591875739
0.583550092
0.582293935
0.584548779
0.74696731
0.719001151
0.686921616
0.624550296
0.594689245
0.626700176
